timestamp,pub_timestamp,x,y,z,vx,vy,vz,acceleration[0],acceleration[1],acceleration[2],thrust[0],thrust[1],thrust[2],yaw,yawspeed,publisher_id
1771685326412000,1771685326412000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,-0.004158533,0.0,52
1771685326420000,1771685326420000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,-0.004173191,0.0,52
1771685326428000,1771685326428000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,-0.0041525033,0.0,52
1771685326436000,1771685326436000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,-0.0041774623,0.0,52
1771685326444000,1771685326444000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,-0.0041661966,0.0,52
1771685326452000,1771685326452000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,-0.0042112134,0.0,52
1771685326460000,1771685326460000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,-0.004190247,0.0,52
1771685326468000,1771685326468000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,-0.004202291,0.0,52
1771685326476000,1771685326476000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,-0.004207795,0.0,52
1771685326484000,1771685326484000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,-0.004205692,0.0,52
1771685326492000,1771685326492000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,-0.004208835,0.0,52
1771685326500000,1771685326500000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,-0.00412307,0.0,52
1771685326508000,1771685326508000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,-0.0040479135,0.0,52
1771685326516000,1771685326516000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,-0.004017473,0.0,52
1771685326524000,1771685326524000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,-0.00396982,0.0,52
1771685326532000,1771685326532000,nan,nan,nan,nan,nan,nan,0.0,0.0,100.0,-0.0,-0.0,-0.001,-0.0038826598,0.0,52
