timestamp,pub_timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,publisher_id
1771685326412000,1771685326412000,0.0,0.0,0.0,39
1771685326416000,1771685326416000,0.0,0.0,0.0,39
1771685326420000,1771685326420000,0.0,0.0,0.0,39
1771685326424000,1771685326424000,0.0,0.0,0.0,39
1771685326428000,1771685326428000,0.0,0.0,0.0,39
1771685326432000,1771685326432000,0.0,0.0,0.0,39
1771685326436000,1771685326436000,0.0,0.0,0.0,39
1771685326440000,1771685326440000,0.0,0.0,0.0,39
1771685326444000,1771685326444000,0.0,0.0,0.0,39
1771685326448000,1771685326448000,0.0,0.0,0.0,39
1771685326452000,1771685326452000,0.0,0.0,0.0,39
1771685326456000,1771685326456000,0.0,0.0,0.0,39
1771685326460000,1771685326460000,0.0,0.0,0.0,39
1771685326464000,1771685326464000,0.0,0.0,0.0,39
1771685326468000,1771685326468000,0.0,0.0,0.0,39
1771685326472000,1771685326472000,0.0,0.0,0.0,39
1771685326476000,1771685326476000,0.0,0.0,0.0,39
1771685326480000,1771685326480000,0.0,0.0,0.0,39
1771685326484000,1771685326484000,0.0,0.0,0.0,39
1771685326488000,1771685326488000,0.0,0.0,0.0,39
1771685326492000,1771685326492000,0.0,0.0,0.0,39
1771685326496000,1771685326496000,0.0,0.0,0.0,39
1771685326500000,1771685326500000,0.0,0.0,0.0,39
1771685326504000,1771685326504000,0.0,0.0,0.0,39
1771685326508000,1771685326508000,0.0,0.0,0.0,39
1771685326512000,1771685326512000,0.0,0.0,0.0,39
1771685326516000,1771685326516000,0.0,0.0,0.0,39
1771685326520000,1771685326520000,0.0,0.0,0.0,39
1771685326524000,1771685326524000,0.0,0.0,0.0,39
1771685326528000,1771685326528000,0.0,0.0,0.0,39
1771685326532000,1771685326532000,0.0,0.0,0.0,39
1771685326536000,1771685326536000,0.0,0.0,0.0,39
1771685326540000,1771685326540000,0.0,0.0,0.0,39
1771685326544000,1771685326544000,0.0,0.0,0.0,39
1771685326548000,1771685326548000,0.0,0.0,0.0,39
1771685326552000,1771685326552000,0.0,0.0,0.0,39
1771685326556000,1771685326556000,0.0,0.0,0.0,39
1771685326560000,1771685326560000,0.0,0.0,0.0,39
1771685326564000,1771685326564000,0.0,0.0,0.0,39
1771685326568000,1771685326568000,0.0,0.0,0.0,39
