timestamp,pub_timestamp,publisher_id,_padding0[0],_padding0[1],_padding0[2],_padding0[3],_padding0[4],_padding0[5],_padding0[6],previous.pub_timestamp,previous.timestamp,previous.lat,previous.lon,previous.vx,previous.vy,previous.vz,previous.alt,previous.yaw,previous.loiter_radius,previous.loiter_minor_radius,previous.loiter_orientation,previous.acceptance_radius,previous.alt_acceptance_radius,previous.cruising_speed,previous.cruising_throttle,previous.publisher_id,previous.valid,previous.type,previous.loiter_direction_counter_clockwise,previous.loiter_pattern,previous.gliding_enabled,previous._padding0[0],previous._padding0[1],current.pub_timestamp,current.timestamp,current.lat,current.lon,current.vx,current.vy,current.vz,current.alt,current.yaw,current.loiter_radius,current.loiter_minor_radius,current.loiter_orientation,current.acceptance_radius,current.alt_acceptance_radius,current.cruising_speed,current.cruising_throttle,current.publisher_id,current.valid,current.type,current.loiter_direction_counter_clockwise,current.loiter_pattern,current.gliding_enabled,current._padding0[0],current._padding0[1],next.pub_timestamp,next.timestamp,next.lat,next.lon,next.vx,next.vy,next.vz,next.alt,next.yaw,next.loiter_radius,next.loiter_minor_radius,next.loiter_orientation,next.acceptance_radius,next.alt_acceptance_radius,next.cruising_speed,next.cruising_throttle,next.publisher_id,next.valid,next.type,next.loiter_direction_counter_clockwise,next.loiter_pattern,next.gliding_enabled,next._padding0[0],next._padding0[1]
1771685326408000,1771685326408000,96,0,0,0,0,0,0,0,0,1771685326408000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685326408000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685326408000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0
1771685326432000,1771685326432000,96,0,0,0,0,0,0,0,0,1771685326432000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685326432000,47.39774148957158,8.545593868663586,0.0,0.0,0.0,531.0022,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,3,0,0,0,0,0,0,1771685326432000,47.3997685,8.5445159,0.0,0.0,0.0,531.0022,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,0,0,0,0,0,0
1771685351684000,1771685351684000,96,0,0,0,0,0,0,0,0,1771685326432000,47.39774148957158,8.545593868663586,0.0,0.0,0.0,531.0022,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,3,0,0,0,0,0,0,1771685351684000,47.3997685,8.5445159,0.0,0.0,0.0,531.0022,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,0,0,0,0,0,0,0,1771685351684000,47.399373,8.5466636,0.0,0.0,0.0,488.0012,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,4,0,0,0,0,0
1771685401524000,1771685401524000,96,0,0,0,0,0,0,0,0,1771685351684000,47.3997685,8.5445159,0.0,0.0,0.0,531.0022,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,0,0,0,0,0,0,0,1771685401524000,47.399373,8.5466636,0.0,0.0,0.0,531.0022,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,0,0,0,0,0,0,0,1771685401524000,47.399373,8.5466636,0.0,0.0,0.0,488.0012,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,4,0,0,0,0,0
1771685437516000,1771685437516000,96,0,0,0,0,0,0,0,0,1771685351684000,47.3997685,8.5445159,0.0,0.0,0.0,531.0022,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,0,0,0,0,0,0,0,1771685437516000,47.399373,8.5466636,0.0,0.0,0.0,488.0012,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,4,0,0,0,0,0,0,1771685401524000,47.399373,8.5466636,0.0,0.0,0.0,488.0012,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,0,4,0,0,0,0,0
1771685437552000,1771685437552000,96,0,0,0,0,0,0,0,0,1771685437552000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685437552000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685437552000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0
1771685437564000,1771685437564000,96,0,0,0,0,0,0,0,0,1771685437552000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685437564000,47.39937734983401,8.546638700100226,0.0,0.0,0.0,530.9951,1.8189731,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,2,0,0,0,0,0,0,1771685437552000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0
1771685437620000,1771685437620000,96,0,0,0,0,0,0,0,0,1771685437552000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685437620000,47.397742062497116,8.545593853764512,0.0,0.0,0.0,530.9951,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,0,0,0,0,0,0,0,1771685437552000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0
1771685480052000,1771685480052000,96,0,0,0,0,0,0,0,0,1771685437552000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685480052000,47.397742062497116,8.545593853764512,0.0,0.0,0.0,488.0012,0.01636303,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,4,0,0,0,0,0,0,1771685437552000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0
1771685519476000,1771685519476000,96,0,0,0,0,0,0,0,0,1771685519476000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685519476000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685519476000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0
