timestamp,pub_timestamp,current_seq,land_start_index,land_index,mission_id,geofence_id,safe_points_id,count,mission_dataman_id,fence_dataman_id,safepoint_dataman_id,publisher_id
1771685325372000,0,0,1,1,4192182045,0,3900944787,2,6,3,1,0
1771685401524000,1771685401524000,1,1,1,4192182045,0,3900944787,2,6,3,1,96
