timestamp,timestamp_sample,pub_timestamp,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],gravity[0],gravity[1],gravity[2],drag[0],drag[1],airspeed,beta,hagl,hagl_rate,publisher_id
1771685326412000,1771685326260000,1771685326412000,0.093338326,0.09335082,0.20496716,0.25747946,0.25748792,0.57547706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3671665,0.0,0.0,0.0,0.0,0.0025111584,0.0025031324,0.0025111584,0.0025017408,1.0000094,1.0000097,1.0,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685326420000,1771685326268000,1771685326420000,0.093338326,0.09335082,0.20496716,0.25747946,0.25748792,0.57547706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.367069,0.0,0.0,0.0,0.0,0.0025111584,0.0025031324,0.0025111584,0.0025017408,1.0000094,1.0000097,1.0,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685326428000,1771685326276000,1771685326428000,0.093338326,0.09335082,0.20496716,0.25747946,0.25748792,0.57547706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.367069,0.0,0.0,0.0,0.0,0.0025111681,0.0025031418,0.0025111681,0.0025017436,1.0000094,1.0000097,1.0,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685326436000,1771685326284000,1771685326436000,0.093338326,0.09335082,0.20496716,0.25747946,0.25748792,0.57547706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.367069,0.0,0.0,0.0,0.0,0.0025111681,0.0025031418,0.0025111681,0.0025017436,1.0000095,1.0000097,1.0,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685326444000,1771685326292000,1771685326444000,0.093338326,0.09335082,0.20496716,0.25747946,0.25748792,0.57547706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.367069,0.0,0.0,0.0,0.0,0.0025111681,0.0025031418,0.0025111681,0.0025017436,1.0000095,1.0000097,1.0,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685326452000,1771685326300000,1771685326452000,0.09335107,0.09336374,0.20497136,0.2575054,0.257514,0.5755061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.367069,0.0,0.0,0.0,0.0,0.0025111681,0.0025031418,0.0025111681,0.0025017436,1.0000094,1.0000095,1.0,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685326460000,1771685326308000,1771685326460000,0.09335107,0.09336374,0.20497136,0.2575054,0.257514,0.5755061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.367069,0.0,0.0,0.0,0.0,0.0025111681,0.0025031418,0.0025111681,0.0025017436,1.0000094,1.0000097,1.0,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685326468000,1771685326316000,1771685326468000,0.09335107,0.09336374,0.20497136,0.2575054,0.257514,0.5755061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.367069,0.0,0.0,0.0,0.0,0.0025111681,0.0025031418,0.0025111681,0.0025017436,1.0000094,1.0000097,1.0,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685326476000,1771685326324000,1771685326476000,0.09335107,0.09336374,0.20497136,0.2575054,0.257514,0.5755061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3671665,0.0,0.0,0.0,0.0,0.0025111681,0.0025031418,0.0025111681,0.0025017436,1.0000094,1.0000097,1.0,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685326484000,1771685326332000,1771685326484000,0.09335107,0.09336374,0.20497136,0.2575054,0.257514,0.5755061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3671665,0.0,0.0,0.0,0.0,0.0025111681,0.0025031418,0.0025111681,0.0025017436,1.0000095,1.0000097,1.0,0.0,0.0,0.0,0.0,0.0,0.0,160
