timestamp,pub_timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7],control[8],control[9],control[10],control[11],reversible_flags,publisher_id
1771684924796000,1771684924796000,1771684924796000,0.0019999999,0.0,0.0019999999,2.910383e-11,nan,nan,nan,nan,nan,nan,nan,nan,0,27
1771684924800000,1771684924800000,1771684924800000,0.0004911765,0.00085557066,0.00050233677,0.0021509158,nan,nan,nan,nan,nan,nan,nan,nan,0,27
1771684924804000,1771684924804000,1771684924804000,0.0,0.0019999999,2.3283064e-10,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0,27
1771684924808000,1771684924808000,1771684924808000,0.0,0.0020000003,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0,27
1771684924812000,1771684924812000,1771684924812000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0,27
1771684924816000,1771684924816000,1771684924816000,0.0,0.002,0.00016635883,0.0018336411,nan,nan,nan,nan,nan,nan,nan,nan,0,27
1771684924820000,1771684924820000,1771684924820000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0,27
1771684924824000,1771684924824000,1771684924824000,0.00027584578,0.001040138,0.00029653878,0.002387477,nan,nan,nan,nan,nan,nan,nan,nan,0,27
1771684924828000,1771684924828000,1771684924828000,0.00045059595,0.0008227429,0.00031502653,0.0024116344,nan,nan,nan,nan,nan,nan,nan,nan,0,27
1771684924832000,1771684924832000,1771684924832000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0,27
1771684924836000,1771684924836000,1771684924836000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0,27
1771684924840000,1771684924840000,1771684924840000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0,27
1771684924844000,1771684924844000,1771684924844000,0.0019999999,0.0,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,27
1771684924848000,1771684924848000,1771684924848000,0.0019999999,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,27
1771684924852000,1771684924852000,1771684924852000,0.0019999999,0.0,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,27
1771684924856000,1771684924856000,1771684924856000,0.0004409621,0.00061359874,0.0019865609,0.00095887796,nan,nan,nan,nan,nan,nan,nan,nan,0,27
