timestamp,timestamp_sample,pub_timestamp,time_last_fuse,observation[0],observation[1],device_id,observation_variance[0],observation_variance[1],innovation[0],innovation[1],innovation_filtered[0],innovation_filtered[1],innovation_variance[0],innovation_variance[1],test_ratio[0],test_ratio[1],test_ratio_filtered[0],test_ratio_filtered[1],publisher_id,estimator_instance,innovation_rejected,fused
1771684924748000,1771684924594000,0,0,47.3977419,8.545594,0,100.0,100.0,-5.240971e+06,-951291.2,-100.00008,-100.00008,100.000145,100.000145,1.0987095e+10,3.6198144e+08,-4.0,-4.0,0,0,1,0
1771684924804000,1771684924646000,0,0,47.3977418,8.545594,0,100.0,100.0,-5.240971e+06,-951291.2,-100.00004,-100.00004,100.00007,100.00007,1.0987103e+10,3.6198173e+08,-4.0,-4.0,0,0,1,0
1771684924852000,1771684924698000,0,0,47.3977418,8.545593799999999,0,100.0,100.0,-5.240971e+06,-951291.1,-100.00004,-100.00004,100.000084,100.000084,1.0987101e+10,3.619816e+08,-4.0,-4.0,0,0,1,0
1771684924908000,1771684924750000,0,0,47.3977418,8.5455939,0,100.0,100.0,-5.240971e+06,-951291.2,-100.00006,-100.00006,100.000114,100.000114,1.0987098e+10,3.6198154e+08,-4.0,-4.0,0,0,1,0
1771684924956000,1771684924802000,0,0,47.3977418,8.5455937,0,100.0,100.0,-5.240971e+06,-951291.1,-100.00007,-100.00007,100.00014,100.00014,1.0987096e+10,3.619814e+08,-4.0,-4.0,0,0,1,0
1771684925012000,1771684924854000,0,0,47.3977419,8.545593799999999,0,100.0,100.0,-5.240971e+06,-951291.1,-100.00004,-100.00004,100.00007,100.00007,1.0987103e+10,3.6198166e+08,-4.0,-4.0,0,0,1,0
1771684925060000,1771684924906000,0,0,47.3977419,8.545593799999999,0,98.60489,98.60489,-5.240971e+06,-951291.1,-99.30004,-99.30004,98.60497,98.60497,1.1142553e+10,3.671031e+08,-4.0,-4.0,0,0,1,0
1771684925116000,1771684924958000,0,0,47.3977418,8.5455939,0,94.2841,94.2841,-5.240971e+06,-951291.2,-97.10006,-97.10006,94.28421,94.28421,1.1653182e+10,3.839264e+08,-4.0,-4.0,0,0,1,0
1771684925164000,1771684925010000,0,0,47.3977418,8.545593799999999,0,90.25,90.25,-5.240971e+06,-951291.1,-95.00008,-95.00008,90.25014,90.25014,1.2174066e+10,4.010874e+08,-4.0,-4.0,0,0,1,0
1771684925220000,1771684925062000,0,0,47.3977418,8.545593799999999,0,86.490005,86.490005,-5.240971e+06,-951291.1,-93.00004,-93.00004,86.490074,86.490074,1.270332e+10,4.185242e+08,-4.0,-4.0,0,0,1,0
1771684925268000,1771684925114000,0,0,47.3977419,8.545593799999999,0,82.80999,82.80999,-5.240971e+06,-951291.1,-91.000046,-91.000046,82.810074,82.810074,1.3267843e+10,4.37123e+08,-4.0,-4.0,0,0,1,0
1771684925324000,1771684925166000,0,0,47.3977419,8.545593799999999,0,79.20999,79.20999,-5.240971e+06,-951291.1,-89.00005,-89.00005,79.2101,79.2101,1.3870846e+10,4.569896e+08,-4.0,-4.0,0,0,1,0
1771684925372000,1771684925218000,0,0,47.3977419,8.545594,0,75.8641,75.8641,-5.240971e+06,-951291.2,-87.100075,-87.100075,75.864235,75.864235,1.4482597e+10,4.7714442e+08,-4.0,-4.0,0,0,1,0
1771684925428000,1771684925270000,0,0,47.3977418,8.5455939,0,72.59039,72.59039,-5.240971e+06,-951291.2,-85.200035,-85.200035,72.59046,72.59046,1.513575e+10,4.9866323e+08,-4.0,-4.0,0,0,1,0
1771684925476000,1771684925322000,0,0,47.3977418,8.545594,0,69.5556,69.5556,-5.240971e+06,-951291.2,-83.40005,-83.40005,69.55569,69.55569,1.5796136e+10,5.2042035e+08,-4.0,-4.0,0,0,1,0
1771684925532000,1771684925374000,0,0,47.3977418,8.5455939,0,66.585594,66.585594,-5.240971e+06,-951291.2,-81.60007,-81.60007,66.5857,66.5857,1.6500706e+10,5.4363315e+08,-4.0,-4.0,0,0,1,0
1771684925580000,1771684925426000,0,0,47.3977419,8.545594,0,63.840096,63.840096,-5.240971e+06,-951291.2,-79.900085,-79.900085,63.840233,63.840233,1.7210323e+10,5.670123e+08,-4.0,-4.0,0,0,1,0
