timestamp,pub_timestamp,device_id_primary,device_ids[0],device_ids[1],device_ids[2],device_ids[3],inconsistency[0],inconsistency[1],inconsistency[2],inconsistency[3],publisher_id,healthy[0],healthy[1],healthy[2],healthy[3],priority[0],priority[1],priority[2],priority[3],enabled[0],enabled[1],enabled[2],enabled[3],external[0],external[1],external[2],external[3]
1771684924796000,1771684924796000,6620172,6620172,6620428,0,0,0.0,0.0,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771684924800000,1771684924800000,6620172,6620172,6620428,0,0,0.0,0.0,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771684924804000,1771684924804000,6620172,6620172,6620428,0,0,0.0,0.0,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771684924808000,1771684924808000,6620172,6620172,6620428,0,0,0.0,0.0,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771684924812000,1771684924812000,6620172,6620172,6620428,0,0,0.0,0.0,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771684924816000,1771684924816000,6620172,6620172,6620428,0,0,0.0,0.0,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771684924820000,1771684924820000,6620172,6620172,6620428,0,0,0.0,0.0,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771684924824000,1771684924824000,6620172,6620172,6620428,0,0,0.0,0.0,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771684924828000,1771684924828000,6620172,6620172,6620428,0,0,0.0,0.0,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771684924832000,1771684924832000,6620172,6620172,6620428,0,0,0.0,0.0,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771684924836000,1771684924836000,6620172,6620172,6620428,0,0,0.0,0.0,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771684924840000,1771684924840000,6620172,6620172,6620428,0,0,0.0,0.0,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771684924844000,1771684924844000,6620172,6620172,6620428,0,0,0.0,0.0,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771684924848000,1771684924848000,6620172,6620172,6620428,0,0,0.0,0.0,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771684924852000,1771684924852000,6620172,6620172,6620428,0,0,0.0,0.0,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771684924856000,1771684924856000,6620172,6620172,6620428,0,0,0.0,0.0,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771684924860000,1771684924860000,6620172,6620172,6620428,0,0,0.0,0.0,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771684924864000,1771684924864000,6620172,6620172,6620428,0,0,0.0,0.0,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771684924868000,1771684924868000,6620172,6620172,6620428,0,0,0.0,0.0,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771684924872000,1771684924872000,6620172,6620172,6620428,0,0,0.0,0.0,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771684924876000,1771684924876000,6620172,6620172,6620428,0,0,0.0,0.0,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771684924880000,1771684924880000,6620172,6620172,6620428,0,0,0.0,0.0,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771684924884000,1771684924884000,6620172,6620172,6620428,0,0,0.0,0.0,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771684924888000,1771684924888000,6620172,6620172,6620428,0,0,0.0,0.0,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771684924892000,1771684924892000,6620172,6620172,6620428,0,0,0.0,0.0,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771684924896000,1771684924896000,6620172,6620172,6620428,0,0,0.0,0.0,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771684924900000,1771684924900000,6620172,6620172,6620428,0,0,0.0,0.0,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771684924904000,1771684924904000,6620172,6620172,6620428,0,0,0.0,0.0,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771684924908000,1771684924908000,6620172,6620172,6620428,0,0,0.0,0.0,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771684924912000,1771684924912000,6620172,6620172,6620428,0,0,0.0,0.0,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771684924916000,1771684924916000,6620172,6620172,6620428,0,0,0.0,0.0,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771684924920000,1771684924920000,6620172,6620172,6620428,0,0,0.0,0.0,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771684924924000,1771684924924000,6620172,6620172,6620428,0,0,0.0,0.0,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771684924928000,1771684924928000,6620172,6620172,6620428,0,0,0.0,0.0,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
