timestamp,timestamp_sample,pub_timestamp,information_event_changes,publisher_id,gps_checks_passed,reset_vel_to_gps,reset_vel_to_flow,reset_vel_to_vision,reset_vel_to_zero,reset_pos_to_last_known,reset_pos_to_gps,reset_pos_to_vision,starting_gps_fusion,starting_vision_pos_fusion,starting_vision_vel_fusion,starting_vision_yaw_fusion,yaw_aligned_to_imu_gps,reset_hgt_to_baro,reset_hgt_to_gps,reset_hgt_to_rng,reset_hgt_to_ev
1771684924252000,1771684921100000,1771684924252000,2,160,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1771684925252000,1771684921100000,1771684925252000,2,160,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1771684926252000,1771684921100000,1771684926252000,2,160,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1771684927252000,1771684921100000,1771684927252000,2,160,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1771684928252000,1771684921100000,1771684928252000,2,160,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1771684928492000,1771684928340000,1771684928492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684929492000,1771684928340000,1771684929492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684930492000,1771684928340000,1771684930492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684931492000,1771684928340000,1771684931492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684932492000,1771684928340000,1771684932492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684933492000,1771684928340000,1771684933492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684934492000,1771684928340000,1771684934492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684935492000,1771684928340000,1771684935492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684936492000,1771684928340000,1771684936492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684937492000,1771684928340000,1771684937492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684938492000,1771684928340000,1771684938492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684939492000,1771684928340000,1771684939492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684940492000,1771684928340000,1771684940492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684941492000,1771684928340000,1771684941492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684942492000,1771684928340000,1771684942492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684943492000,1771684928340000,1771684943492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684944492000,1771684928340000,1771684944492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684945492000,1771684928340000,1771684945492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684946492000,1771684928340000,1771684946492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684947492000,1771684928340000,1771684947492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684948492000,1771684928340000,1771684948492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684949492000,1771684928340000,1771684949492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684950492000,1771684928340000,1771684950492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684951492000,1771684928340000,1771684951492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684952492000,1771684928340000,1771684952492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684953492000,1771684928340000,1771684953492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684954492000,1771684928340000,1771684954492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684955492000,1771684928340000,1771684955492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684956492000,1771684928340000,1771684956492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684957492000,1771684928340000,1771684957492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684958492000,1771684928340000,1771684958492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684959492000,1771684928340000,1771684959492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684960492000,1771684928340000,1771684960492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684961492000,1771684928340000,1771684961492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684962492000,1771684928340000,1771684962492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684963492000,1771684928340000,1771684963492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684964492000,1771684928340000,1771684964492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684965492000,1771684928340000,1771684965492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684966492000,1771684928340000,1771684966492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684967492000,1771684928340000,1771684967492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684968492000,1771684928340000,1771684968492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684969492000,1771684928340000,1771684969492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684970492000,1771684928340000,1771684970492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684971492000,1771684928340000,1771684971492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684972492000,1771684928340000,1771684972492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684973492000,1771684928340000,1771684973492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684974492000,1771684928340000,1771684974492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684975492000,1771684928340000,1771684975492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684976492000,1771684928340000,1771684976492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684977492000,1771684928340000,1771684977492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771684978492000,1771684928340000,1771684978492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
