timestamp,pub_timestamp,speed_up,speed_down,publisher_id,want_takeoff
1771684924788000,1771684924788000,3.0,1.5,14,0
1771684924804000,1771684924804000,3.0,1.5,14,0
1771684924828000,1771684924828000,3.0,1.5,14,0
1771684924844000,1771684924844000,3.0,1.5,14,0
1771684924868000,1771684924868000,3.0,1.5,14,0
1771684924884000,1771684924884000,3.0,1.5,14,0
1771684924908000,1771684924908000,3.0,1.5,14,0
1771684924924000,1771684924924000,3.0,1.5,14,0
1771684924948000,1771684924948000,3.0,1.5,14,0
1771684924964000,1771684924964000,3.0,1.5,14,0
1771684924988000,1771684924988000,3.0,1.5,14,0
1771684925004000,1771684925004000,3.0,1.5,14,0
1771684925028000,1771684925028000,3.0,1.5,14,0
1771684925044000,1771684925044000,3.0,1.5,14,0
1771684925068000,1771684925068000,3.0,1.5,14,0
1771684925084000,1771684925084000,3.0,1.5,14,0
1771684925108000,1771684925108000,3.0,1.5,14,0
1771684925124000,1771684925124000,3.0,1.5,14,0
1771684925148000,1771684925148000,3.0,1.5,14,0
1771684925164000,1771684925164000,3.0,1.5,14,0
1771684925188000,1771684925188000,3.0,1.5,14,0
1771684925204000,1771684925204000,3.0,1.5,14,0
1771684925228000,1771684925228000,3.0,1.5,14,0
1771684925244000,1771684925244000,3.0,1.5,14,0
1771684925268000,1771684925268000,3.0,1.5,14,0
1771684925284000,1771684925284000,3.0,1.5,14,0
1771684925308000,1771684925308000,3.0,1.5,14,0
1771684925324000,1771684925324000,3.0,1.5,14,0
1771684925348000,1771684925348000,3.0,1.5,14,0
1771684925364000,1771684925364000,3.0,1.5,14,0
1771684925388000,1771684925388000,3.0,1.5,14,0
1771684925404000,1771684925404000,3.0,1.5,14,0
1771684925428000,1771684925428000,3.0,1.5,14,0
1771684925444000,1771684925444000,3.0,1.5,14,0
1771684925468000,1771684925468000,3.0,1.5,14,0
1771684925484000,1771684925484000,3.0,1.5,14,0
1771684925508000,1771684925508000,3.0,1.5,14,0
1771684925524000,1771684925524000,3.0,1.5,14,0
1771684925548000,1771684925548000,3.0,1.5,14,0
1771684925564000,1771684925564000,3.0,1.5,14,0
1771684925588000,1771684925588000,3.0,1.5,14,0
1771684925604000,1771684925604000,3.0,1.5,14,0
1771684925628000,1771684925628000,3.0,1.5,14,0
1771684925644000,1771684925644000,3.0,1.5,14,0
1771684925668000,1771684925668000,3.0,1.5,14,0
