timestamp,pub_timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,publisher_id,delta_angle_clipping,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
1771684924796000,1771684924796000,1771684924796000,1310988,1310988,1.0652687e-05,-4.47411e-05,2.1305598e-06,1.9153615e-05,-0.00014843984,-0.03929843,4000,4000,126,0,0,0,1
1771684924800000,1771684924800000,1771684924800000,1310988,1310988,7.4568447e-06,-7.456852e-06,2.13055e-06,0.00011013328,-6.703696e-05,-0.039288852,4000,4000,126,0,0,0,1
1771684924804000,1771684924804000,1771684924804000,1310988,1310988,-1.8440314e-11,2.5566333e-05,2.2370572e-05,0.00016759413,2.3942703e-05,-0.039308008,4000,4000,126,0,0,0,1
1771684924808000,1771684924808000,1771684924808000,1310988,1310988,-1.2783137e-05,1.06526195e-05,2.663164e-05,0.000119710094,-1.4364526e-05,-0.039284058,4000,4000,126,0,0,0,1
1771684924812000,1771684924812000,1771684924812000,1310988,1310988,-1.9174739e-05,-7.4568884e-06,5.326347e-06,-6.224925e-05,-0.00013407462,-0.039164353,4000,4000,126,0,0,0,1
1771684924816000,1771684924816000,1771684924816000,1310988,1310988,3.1957954e-06,6.391577e-06,-7.4568593e-06,-0.00024420858,-0.00013886302,-0.03926012,4000,4000,126,0,0,0,1
1771684924820000,1771684924820000,1771684924820000,1310988,1310988,2.1305299e-05,1.065263e-05,5.326314e-06,-0.00031124623,-1.4364523e-05,-0.039456446,4000,4000,126,0,0,0,1
1771684924824000,1771684924824000,1771684924824000,1310988,1310988,2.0240032e-05,-2.1305354e-06,8.5220945e-06,-0.0002873042,3.8307917e-05,-0.039427713,4000,4000,126,0,0,0,1
1771684924828000,1771684924828000,1771684924828000,1310988,1310988,4.261052e-06,2.1304886e-06,2.5566353e-05,5.267244e-05,-7.1825365e-05,-0.039212238,4000,4000,126,0,0,0,1
1771684924832000,1771684924832000,1771684924832000,1310988,1310988,1.0652587e-05,3.0892676e-05,4.1545325e-05,0.00023942019,-0.00022505427,-0.03899197,4000,4000,126,0,0,0,1
1771684924836000,1771684924836000,1771684924836000,1310988,1310988,3.5153666e-05,3.7284353e-05,2.556629e-05,7.661446e-05,-0.00016280501,-0.039006334,4000,4000,126,0,0,0,1
1771684924840000,1771684924840000,1771684924840000,1310988,1310988,1.0653653e-06,-4.2611437e-06,2.982739e-05,9.576807e-06,-4.787718e-06,-0.039236177,4000,4000,126,0,0,0,1
1771684924844000,1771684924844000,1771684924844000,1310988,1310988,-2.6631527e-05,-4.0480118e-05,4.2610565e-05,-2.8730421e-05,-5.2671752e-05,-0.039303217,4000,4000,126,0,0,0,1
1771684924848000,1771684924848000,1771684924848000,1310988,1310988,4.261137e-06,-3.9414732e-05,1.8109598e-05,4.7884027e-06,-6.224856e-05,-0.039255336,4000,4000,126,0,0,0,1
1771684924852000,1771684924852000,1771684924852000,1310988,1310988,4.2611855e-06,-2.8762124e-05,-2.5566344e-05,2.3942017e-05,5.746152e-05,-0.03914999,4000,4000,126,0,0,0,1
1771684924856000,1771684924856000,1771684924856000,1310988,1310988,-1.704419e-05,-1.4913655e-05,-3.089272e-05,-8.140285e-05,6.804547e-10,-0.038987186,4000,4000,126,0,0,0,1
1771684924860000,1771684924860000,1771684924860000,1310988,1310988,-8.522093e-06,9.587404e-06,1.0652404e-06,-0.00016280569,-0.00011970941,-0.038953662,4000,4000,126,0,0,0,1
1771684924864000,1771684924864000,1771684924864000,1310988,1310988,9.587381e-06,2.237056e-05,4.2610345e-06,-0.00025378537,-0.00016759343,-0.039011125,4000,4000,126,0,0,0,1
1771684924868000,1771684924868000,1771684924868000,1310988,1310988,-5.673943e-12,-6.3915836e-06,-4.261063e-06,-0.0002825158,-0.00022505427,-0.039135624,4000,4000,126,0,0,0,1
1771684924872000,1771684924872000,1771684924872000,1310988,1310988,-3.3023207e-05,-4.9002156e-05,-1.704425e-05,-0.00021068976,-0.00021547747,-0.039226603,4000,4000,126,0,0,0,1
1771684924876000,1771684924876000,1771684924876000,1310988,1310988,-3.6218873e-05,-2.5566402e-05,-3.8349597e-05,-9.576807e-05,-4.787714e-06,-0.039260123,4000,4000,126,0,0,0,1
1771684924880000,1771684924880000,1771684924880000,1310988,1310988,-1.7044134e-05,1.5978958e-05,-2.1305374e-05,6.2249244e-05,0.00016759482,-0.03921703,4000,4000,126,0,0,0,1
1771684924884000,1771684924884000,1771684924884000,1310988,1310988,-7.4568447e-06,-1.0652424e-06,6.3915986e-06,8.1402846e-05,7.661514e-05,-0.03917872,4000,4000,126,0,0,0,1
1771684924888000,1771684924888000,1771684924888000,1310988,1310988,5.326329e-06,-1.4913691e-05,1.4913713e-05,-4.3095635e-05,-2.8729735e-05,-0.039221816,4000,4000,126,0,0,0,1
1771684924892000,1771684924892000,1771684924892000,1310988,1310988,6.3915595e-06,-8.522123e-06,3.0892676e-05,-4.3095635e-05,-4.7877197e-06,-0.03919787,4000,4000,126,0,0,0,1
1771684924896000,1771684924896000,1771684924896000,1310988,1310988,-1.3848449e-05,-1.3848509e-05,6.498112e-05,3.830723e-05,-3.351814e-05,-0.03911168,4000,4000,126,0,0,0,1
1771684924900000,1771684924900000,1771684924900000,1310988,1310988,-2.0240033e-05,-1.27832045e-05,6.924219e-05,3.3518827e-05,-7.6613775e-05,-0.039126046,4000,4000,126,0,0,0,1
1771684924904000,1771684924904000,1771684924904000,1310988,1310988,-3.0892632e-05,-1.1718043e-05,2.66316e-05,1.9153615e-05,4.7890903e-06,-0.03929843,4000,4000,126,0,0,0,1
1771684924908000,1771684924908000,1771684924908000,1310988,1310988,-4.6871577e-05,-2.6631711e-05,2.1305514e-06,-1.436521e-05,-5.7460154e-05,-0.03935589,4000,4000,126,0,0,0,1
1771684924912000,1771684924912000,1771684924912000,1310988,1310988,-2.3435863e-05,-2.3435738e-05,2.2370592e-05,-0.00010055648,-0.00015801663,-0.039240967,4000,4000,126,0,0,0,1
1771684924916000,1771684924916000,1771684924916000,1310988,1310988,-1.3848513e-05,4.2610986e-06,3.4088425e-05,-7.661446e-05,-4.7883354e-05,-0.039207444,4000,4000,126,0,0,0,1
1771684924920000,1771684924920000,1771684924920000,1310988,1310988,-2.7696935e-05,2.2370496e-05,1.597895e-05,9.576807e-05,0.00010534556,-0.039255336,4000,4000,126,0,0,0,1
1771684924924000,1771684924924000,1771684924924000,1310988,1310988,-1.0652353e-06,2.1305359e-05,3.089262e-05,8.619126e-05,8.140354e-05,-0.03917872,4000,4000,126,0,0,0,1
1771684924928000,1771684924928000,1771684924928000,1310988,1310988,2.5566402e-05,2.2370625e-05,6.1785286e-05,-0.000119710094,-5.7460158e-05,-0.03908774,4000,4000,126,0,0,0,1
1771684924932000,1771684924932000,1771684924932000,1310988,1310988,6.3915745e-06,2.4500983e-05,6.0720115e-05,-0.00016759413,-0.0001292862,-0.03919787,4000,4000,126,0,0,0,1
1771684924936000,1771684924936000,1771684924936000,1310988,1310988,-1.0652127e-06,1.5978925e-05,6.498114e-05,-8.1402846e-05,-0.00013407462,-0.039183505,4000,4000,126,0,0,0,1
1771684924940000,1771684924940000,1771684924940000,1310988,1310988,2.6631691e-05,-1.0651163e-06,5.5393717e-05,6.703765e-05,-9.097899e-05,-0.038958453,4000,4000,126,0,0,0,1
1771684924944000,1771684924944000,1771684924944000,1310988,1310988,1.3848555e-05,-2.5566325e-05,1.8109442e-05,0.00010534488,-0.00015801663,-0.03905901,4000,4000,126,0,0,0,1
1771684924948000,1771684924948000,1771684924948000,1310988,1310988,-2.2370543e-05,-2.3435863e-05,1.065257e-05,7.182605e-05,-0.00020590068,-0.039274484,4000,4000,126,0,0,0,1
1771684924952000,1771684924952000,1771684924952000,1310988,1310988,-8.522163e-06,-8.522074e-06,2.7696877e-05,0.00018674774,-0.00013886302,-0.039221812,4000,4000,126,0,0,0,1
1771684924956000,1771684924956000,1771684924956000,1310988,1310988,3.1957967e-05,-1.9174677e-05,1.49137395e-05,4.3095635e-05,-6.703697e-05,-0.039279275,4000,4000,126,0,0,0,1
1771684924960000,1771684924960000,1771684924960000,1310988,1310988,5.75243e-05,-1.9174697e-05,3.1958343e-06,-0.00029209265,4.788472e-05,-0.039341524,4000,4000,126,0,0,0,1
1771684924964000,1771684924964000,1771684924964000,1310988,1310988,4.5806377e-05,-5.326305e-06,-1.065217e-06,-0.0002585738,0.00010055716,-0.039212238,4000,4000,126,0,0,0,1
1771684924968000,1771684924968000,1771684924968000,1310988,1310988,3.0892676e-05,-2.1305255e-05,-9.5874475e-06,9.576809e-06,0.00010055716,-0.03931758,4000,4000,126,0,0,0,1
1771684924972000,1771684924972000,1771684924972000,1310988,1310988,4.793683e-05,-3.3023305e-05,2.7696879e-05,0.00016280569,8.140354e-05,-0.03944208,4000,4000,126,0,0,0,1
1771684924976000,1771684924976000,1771684924976000,1310988,1310988,3.089252e-05,1.0651178e-06,5.432858e-05,0.00019632452,2.39427e-05,-0.03921703,4000,4000,126,0,0,0,1
