timestamp,timestamp_sample,pub_timestamp,time_last_fuse,device_id,observation[0],observation[1],observation[2],observation_variance[0],observation_variance[1],observation_variance[2],innovation[0],innovation[1],innovation[2],innovation_filtered[0],innovation_filtered[1],innovation_filtered[2],innovation_variance[0],innovation_variance[1],innovation_variance[2],test_ratio[0],test_ratio[1],test_ratio[2],test_ratio_filtered[0],test_ratio_filtered[1],test_ratio_filtered[2],publisher_id,estimator_instance,innovation_rejected,fused
1771684924748000,1771684924596000,0,1771684924596000,0,0.21470506,0.010270364,0.4297594,0.0025000002,0.0025000002,0.0025000002,7.668264e-05,0.0008771224,0.0008735359,-0.0006776791,0.00070299546,0.0020407122,0.0025860162,0.002587006,0.0025850814,2.526506e-07,3.304351e-05,3.2799402e-05,-0.00024222996,-7.2959476e-05,0.0004061382,0,0,0,1
1771684924820000,1771684924664000,0,1771684924668000,0,0.2159191,0.022691311,0.4312026,0.0025000002,0.0025000002,0.0025000002,-0.0011234481,-0.011621333,-0.0006043315,-0.0007310458,-0.0007724626,0.0017239362,0.0025831477,0.0025840877,0.0025822793,5.4289307e-05,0.0058072237,1.5765028e-05,-0.00021973002,-0.00075945584,0.00035562867,0,0,0,1
1771684924884000,1771684924732000,0,1771684924732000,0,0.21396783,0.0091611,0.4291968,0.0025000002,0.0025000002,0.0025000002,0.0008142654,0.0021599308,0.0014466941,-0.00054604374,-0.0004213936,0.001690788,0.0025806085,0.002581557,0.0025796916,2.8547449e-05,0.00020080827,9.018983e-05,-0.00019000666,-0.00064449466,0.00032385078,0,0,0,1
1771684924956000,1771684924800000,0,1771684924804000,0,0.2146514,0.006533909,0.4236259,0.0025000002,0.0025000002,0.0025000002,0.00016726722,0.004679074,0.0069433153,-0.00046064737,0.00018922723,0.0023196556,0.0025782476,0.002579204,0.002577269,1.2057425e-06,0.0009431786,0.0020786324,-0.00016711504,-0.0004544211,0.00053393026,0,0,0,1
1771684925020000,1771684924868000,0,1771684924868000,0,0.21618976,0.008728365,0.42892593,0.0025000002,0.0025000002,0.0025000002,-0.0013540246,0.0023444137,0.0014254749,-0.00056760095,0.00044722963,0.0022125822,0.002575836,0.0025767593,0.0025749442,7.90847e-05,0.00023698038,8.7657325e-05,-0.00015657619,-0.00037164768,0.00048050322,0,0,0,1
1771684925092000,1771684924936000,0,1771684924940000,0,0.20892332,0.01182907,0.43354478,0.0025000002,0.0025000002,0.0025000002,0.00596104,-0.001012342,-0.0032367408,0.00021399686,0.00027255036,0.0015603844,0.0025737516,0.0025746997,0.0025728026,0.0015340339,4.418436e-05,0.00045201203,4.5820765e-05,-0.00033244432,0.0003688641,0,0,0,1
1771684925156000,1771684925004000,0,1771684925004000,0,0.21606977,0.010729275,0.42982408,0.0025000002,0.0025000002,0.0025000002,-0.0012268517,0.00015921984,0.00051292777,4.1500913e-05,0.0002589703,0.0014349467,0.0025717732,0.0025727039,0.0025707788,6.5029286e-05,1.0934539e-06,1.1357118e-05,3.2549986e-05,-0.00029251375,0.00032606398,0,0,0,1
1771684925228000,1771684925072000,0,1771684925076000,0,0.2179735,0.011082968,0.42214614,0.0025000002,0.0025000002,0.0025000002,-0.0030167038,-8.992292e-05,0.008134633,-0.00032462215,0.0002171709,0.0022369402,0.0025697392,0.0025706727,0.002568826,0.00039349005,3.5148682e-07,0.0028617135,-1.84548e-05,-0.0002575366,0.0006296276,0,0,0,1
1771684925292000,1771684925140000,0,1771684925140000,0,0.21317078,0.009339575,0.43056905,0.0025000002,0.0025000002,0.0025000002,0.001766615,0.0016917847,-0.00045740604,-7.426279e-05,0.00039372724,0.0019144287,0.0025679714,0.0025689362,0.002567015,0.00013503648,0.0001238146,9.039057e-06,-7.908602e-08,-0.00021188188,0.00055316754,0,0,0,1
1771684925364000,1771684925208000,0,1771684925212000,0,0.21717545,0.010535339,0.42650914,0.0025000002,0.0025000002,0.0025000002,-0.0022931509,0.0005387841,0.0036178827,-0.0003399043,0.000411069,0.0021182992,0.0025663162,0.0025673,0.0025653034,0.00022767358,1.2554062e-05,0.00056676014,-2.732631e-05,-0.00018501279,0.0005547948,0,0,0,1
