timestamp,timestamp_sample,pub_timestamp,control_mode_flags,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,hdg_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,mag_inclination_deg,mag_inclination_ref_deg,mag_strength_gs,mag_strength_ref_gs,gps_check_fail_flags,solution_status_flags,publisher_id,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_height,pre_flt_fail_innov_pos_horiz,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
1771684924796000,1771684924644000,1771684924796000,2388605796947,0.0007511108,0.0078530265,0.0049326406,0,0.011413555,0.41698292,0.02015287,nan,nan,0.0006343274,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.367664,nan,0.48051733,nan,25,1189,160,2,1,2,1,1,0,0,0,0,0,0,0,0
1771684924804000,1771684924652000,1771684924804000,2388605796947,0.0007377571,0.007683278,0.00486742,0,0.0116311805,0.41710448,0.02015287,nan,nan,0.0006343274,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.367664,nan,0.48051733,nan,25,1189,160,2,1,2,1,1,0,0,0,0,0,0,0,0
1771684924812000,1771684924660000,1771684924812000,2388605796947,0.00077844306,0.0076508224,0.004828392,0,0.011844518,0.41722718,0.02015287,nan,nan,0.0006343274,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.367664,nan,0.48051733,nan,25,1189,160,2,1,2,1,1,0,0,0,0,0,0,0,0
1771684924820000,1771684924668000,1771684924820000,2388605796947,0.0008196745,0.0074845226,0.0047649574,0,0.012072323,0.41735104,0.027558226,nan,nan,0.0006343274,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.228535,nan,0.4827749,nan,25,1189,160,2,1,2,1,1,0,0,0,0,0,0,0,0
1771684924828000,1771684924676000,1771684924828000,2388605796947,0.0008128681,0.0073254006,0.0047328165,0,0.012305905,0.4145376,0.027558226,nan,nan,0.000696086,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.228535,nan,0.4827749,nan,25,1189,160,2,1,2,1,1,0,0,0,0,0,0,0,0
1771684924836000,1771684924684000,1771684924836000,2388605796947,0.0008057699,0.0071678692,0.004668437,0,0.012544962,0.41466296,0.027558226,nan,nan,0.000696086,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.228535,nan,0.4827749,nan,25,1189,160,2,1,2,1,1,0,0,0,0,0,0,0,0
1771684924844000,1771684924692000,1771684924844000,2388605796947,0.0008053088,0.007014336,0.004604848,0,0.012789446,0.41478947,0.027558226,nan,nan,0.000696086,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.228535,nan,0.4827749,nan,25,1189,160,2,1,2,1,1,0,0,0,0,0,0,0,0
1771684924852000,1771684924700000,1771684924852000,2388605796947,0.00080541184,0.0068627307,0.004541937,0,0.013039327,0.4149172,0.027558226,nan,nan,0.000696086,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.228535,nan,0.4827749,nan,25,1189,160,2,1,2,1,1,0,0,0,0,0,0,0,0
1771684924860000,1771684924708000,1771684924860000,2388605796947,0.000806069,0.006714967,0.004480707,0,0.013294578,0.41504613,0.027558226,nan,nan,0.000696086,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.228535,nan,0.4827749,nan,25,1189,160,2,1,2,1,1,0,0,0,0,0,0,0,0
1771684924868000,1771684924716000,1771684924868000,2388605796947,0.00080608204,0.006570694,0.004420129,0,0.013555152,0.41517627,0.027558226,nan,nan,0.000696086,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.228535,nan,0.4827749,nan,25,1189,160,2,1,2,1,1,0,0,0,0,0,0,0,0
