timestamp,pub_timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],gyro_clipping[0],gyro_clipping[1],gyro_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro,publisher_id
1771684924716000,1771684924716000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.039076064,0.0074896934,6.6125175e-11,0.012162545,-0.0010532781,-9.779643,-0.0020026972,-0.00053263217,-0.0004900218,0.0012529255,0.00048632,0.0011586372,3.0645904e-05,3.305071e-05,6.1229395e-05,0.0,0.0,126
1771684924816000,1771684924816000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.039346106,0.007318864,6.182504e-11,0.0020111296,-0.01972805,-9.805118,-0.001257012,-0.00095873815,0.0024714137,0.00081143144,0.00111648,0.0012686795,3.2693253e-05,4.6691814e-05,4.0187584e-05,0.0,0.0,126
1771684924916000,1771684924916000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.039509166,0.007524303,7.4882094e-11,-0.012162545,-0.01331159,-9.796882,-0.0019600866,-0.0018961709,0.0035153728,0.0014693162,0.0009491953,0.0013456022,3.8197923e-05,4.3738524e-05,6.0853024e-05,0.0,0.0,126
1771684925016000,1771684925016000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.04069299,0.0075276177,9.551594e-11,0.020973206,-0.0010532779,-9.794105,0.0022370552,-0.004239753,0.0031318772,0.0024334537,0.0008130555,0.0014437032,4.7944806e-05,5.7885554e-05,8.24925e-05,0.0,0.0,126
1771684925116000,1771684925116000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.03945677,0.0076736547,7.565358e-11,-0.0010534488,-0.0030644073,-9.793434,0.0006391587,0.0014913704,0.000596548,0.0010638393,0.00080705585,0.0011469797,3.9552106e-05,4.6739093e-05,4.6604815e-05,0.0,0.0,126
1771684925216000,1771684925216000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.039823,0.007650234,7.4554724e-11,-0.009289502,-0.00392632,-9.798318,0.002812298,5.062112e-11,-0.0020666132,0.0008461303,0.0014296494,0.0014875646,3.9635324e-05,4.2554566e-05,6.171169e-05,0.0,0.0,126
1771684925316000,1771684925316000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.037371725,0.0073463875,4.2447594e-11,0.010534487,0.012066948,-9.794967,0.0008309063,-2.1305397e-05,0.0023435818,0.00078101247,0.0006107088,0.00032785157,3.6646103e-05,1.849894e-05,2.8416993e-05,0.0,0.0,126
1771684925416000,1771684925416000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.038231198,0.0074058725,8.392173e-11,-0.006033388,-0.013120054,-9.811535,0.0021731395,-0.0039627836,0.0019600866,0.0021596644,0.000928674,0.0013807488,3.491649e-05,4.714289e-05,5.7512967e-05,0.0,0.0,126
1771684925516000,1771684925516000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.038523946,0.007360559,5.6735297e-11,-0.0020111294,0.0065124,-9.824559,-0.0018109495,0.004197142,0.00063915877,0.0011730378,0.0011051304,0.001447923,3.4280067e-05,2.8660972e-05,3.4090936e-05,0.0,0.0,126
1771684925616000,1771684925616000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.039296314,0.00746055,6.315841e-11,-0.013694833,0.0019155327,-9.800426,0.002876214,-0.00034088467,-0.00031957938,0.00095466,0.00092957204,0.0014220842,3.666785e-05,3.3898967e-05,4.7117355e-05,0.0,0.0,126
1771684925716000,1771684925716000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.039972946,0.0074923043,6.511839e-11,0.012162545,-0.005745914,-9.778207,0.0004261058,0.00036218986,-0.0019813918,0.0012471934,0.0013332146,0.0017308118,6.5061206e-05,2.4935083e-05,2.5828731e-05,0.0,0.0,126
1771684925816000,1771684925816000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.038340807,0.0076476093,1.01128064e-10,-0.0074699093,0.007374312,-9.802053,0.00038349527,-0.0016618127,-0.00046871643,0.0008552063,0.0010451332,0.0009945139,8.814753e-05,4.3578708e-05,5.005646e-05,0.0,0.0,126
1771684925916000,1771684925916000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.03800023,0.007905947,9.112075e-11,-0.005267244,0.0008620844,-9.794296,0.001981392,-8.5221334e-05,-0.0023009712,0.001142619,0.0010059441,0.00074981933,7.100749e-05,4.9001108e-05,4.110582e-05,0.0,0.0,126
1771684926016000,1771684926016000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.036707435,0.008049006,7.22703e-11,-0.0060333884,0.0008620836,-9.7938175,0.0015126754,6.3915926e-05,-0.00036218984,0.0010146571,0.0005707744,0.0005908419,5.9734313e-05,4.1663756e-05,3.4746274e-05,0.0,0.0,126
1771684926116000,1771684926116000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.036187485,0.007760397,4.5741792e-11,0.006416461,-0.0019151901,-9.808661,-0.0013848438,-0.00036218992,0.0016618124,0.0007560392,0.0004714736,0.000818609,2.1750111e-05,3.8245205e-05,5.4761105e-05,0.0,0.0,126
1771684926216000,1771684926216000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.036771405,0.007612795,7.956288e-11,0.009097967,0.008810834,-9.802724,-0.0040480047,0.0033449305,0.0002556636,0.0011521726,0.0010966276,0.0014669336,2.305039e-05,7.497925e-05,4.5630786e-05,0.0,0.0,126
1771684926316000,1771684926316000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.036262345,0.0076204464,6.5118876e-11,0.008619125,-0.018195761,-9.792764,-0.00021305298,-0.0014700649,0.0029188246,0.00094103644,0.0011641147,0.0009276736,5.5037235e-05,3.017308e-05,3.307719e-05,0.0,0.0,126
1771684926416000,1771684926416000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.03667222,0.007535592,6.047086e-11,-0.0014365213,-0.011875069,-9.809619,-0.0023435818,0.00294013,8.522119e-05,0.0012582182,0.0011839289,0.0017957604,4.5178764e-05,3.55359e-05,2.7369204e-05,0.0,0.0,126
1771684926516000,1771684926516000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.03726067,0.007798401,9.92283e-11,0.0065122284,0.011683876,-9.807321,-2.1305168e-05,-0.0015765914,-0.00034088455,0.00060833944,0.0011250975,0.001709409,6.1502695e-05,8.173975e-05,4.2693573e-05,0.0,0.0,126
1771684926616000,1771684926616000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.037399456,0.007563678,6.376249e-11,0.012737153,-0.007565506,-9.821207,0.00085221155,0.002066613,0.0011930962,0.0017161829,0.0012303598,0.001376186,2.004793e-05,4.0978157e-05,3.863671e-05,0.0,0.0,126
1771684926716000,1771684926716000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.03787886,0.0075399806,6.192945e-11,-0.0017238247,-0.0070866668,-9.804065,0.0017896442,-0.0015978968,-0.0017896444,0.0009188337,0.001176286,0.0013355699,4.406478e-05,5.7874204e-05,2.3307606e-05,0.0,0.0,126
1771684926816000,1771684926816000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.038402986,0.0074130055,6.237421e-11,-0.0066079968,0.00038324328,-9.807321,0.0014913703,0.0022157503,-0.0018748655,0.0010653678,0.0016922797,0.00096612534,4.6384474e-05,4.6116853e-05,2.643395e-05,0.0,0.0,126
1771684926916000,1771684926916000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.03684866,0.007370128,5.793029e-11,-0.0073741414,0.009672746,-9.801765,-0.00036218986,-0.00257794,-0.0015126757,0.00087364495,0.0006962141,0.00068141136,4.011288e-05,3.1009986e-05,4.2617925e-05,0.0,0.0,126
1771684927016000,1771684927016000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.03812792,0.0076468308,6.287706e-11,-0.01484405,0.001149388,-9.815461,0.0027057717,0.0012996227,-0.00034088464,0.001679535,0.00089857995,0.0014463098,2.6121881e-05,3.8206435e-05,7.808479e-05,0.0,0.0,126
1771684927116000,1771684927116000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.03865333,0.00805893,1.023563e-10,0.009385271,0.019058017,-9.795254,-0.003025351,-0.002364887,-0.0010439593,0.0007508802,0.0011380714,0.0016839795,4.7890906e-05,5.8159796e-05,7.010817e-05,0.0,0.0,126
1771684927216000,1771684927216000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.038125876,0.008005237,6.426856e-11,-0.0049799397,-0.014365039,-9.796882,0.0011078749,0.00406931,0.0004261058,0.0011378038,0.0008851475,0.0004360982,4.0023042e-05,6.0708342e-05,2.3263163e-05,0.0,0.0,126
1771684927316000,1771684927316000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.038812775,0.008081978,7.69616e-11,0.0106302565,-0.02470799,-9.801957,0.0027696874,0.0017896441,-0.0006604639,0.0030505247,0.0017262143,0.0018579515,4.8252143e-05,4.7327296e-05,3.667447e-05,0.0,0.0,126
1771684927416000,1771684927416000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.03855583,0.007797324,4.6399006e-11,-0.009002198,-0.016184632,-9.815557,0.0014913701,-0.00012783163,-0.0030040457,0.00093639333,0.0014150322,0.0005118532,3.4398276e-05,3.0811396e-05,3.11802e-05,0.0,0.0,126
1771684927516000,1771684927516000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.038110513,0.007810591,6.3633106e-11,-0.0062249238,1.708909e-07,-9.791327,0.0010013486,-0.00040480052,0.0012357067,0.0011464404,0.0009978808,0.0010872087,4.4666216e-05,8.41701e-05,4.1105814e-05,0.0,0.0,126
1771684927616000,1771684927616000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.037730638,0.008226755,1.1414317e-10,-0.009289503,0.006225096,-9.812013,0.0012357067,0.0016618127,-0.002002697,0.0013844795,0.0011894319,0.000989903,5.678008e-05,7.896992e-05,6.6628156e-05,0.0,0.0,126
1771684927716000,1771684927716000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.038535226,0.007996052,5.7039495e-11,0.013982138,-0.0015321187,-9.810481,-0.00040480052,-0.0012144013,0.0020026972,0.0012848157,0.0013083178,0.0009797399,3.780926e-05,4.7058726e-05,5.447646e-05,0.0,0.0,126
1771684927816000,1771684927816000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.039072555,0.007747607,6.139386e-11,0.006991069,0.012641557,-9.8045435,0.0018748654,-0.00042610575,-0.00076699036,0.0015638976,0.0014624376,0.0013338588,3.1020387e-05,4.5982568e-05,5.922366e-05,0.0,0.0,126
1771684927916000,1771684927916000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.039078876,0.0077463537,8.2378326e-11,0.0015322887,0.0045970385,-9.805788,0.0017470337,-0.003984089,0.0024288027,0.0013981223,0.0008163228,0.0011416198,5.140875e-05,3.35973e-05,7.217916e-05,0.0,0.0,126
1771684928016000,1771684928016000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.038390014,0.007434707,5.322068e-11,0.014460978,-0.005267073,-9.797265,-8.522124e-05,0.0042184475,0.0004687164,0.0009876011,0.0009563223,0.0009691904,2.8527633e-05,2.7989558e-05,4.175832e-05,0.0,0.0,126
1771684928116000,1771684928116000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.037172064,0.007473488,5.0446078e-11,-0.007852982,-0.0025855661,-9.810864,-0.00046871646,4.2610616e-05,0.00072437985,0.0005113697,0.0005512085,0.0011504045,3.8637652e-05,6.9385685e-05,1.1841517e-05,0.0,0.0,126
1771684928216000,1771684928216000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.036814213,0.007554375,7.797532e-11,0.022026656,-0.0021067257,-9.820441,-0.0025353294,-0.00040480058,0.0007882958,0.00089900027,0.0016347858,0.00082127145,4.97009e-05,5.539848e-05,3.7143516e-05,0.0,0.0,126
1771684928316000,1771684928316000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.03788343,0.007466671,7.918619e-11,-0.007852982,0.02039877,-9.825325,0.00051132677,-0.00034088455,-0.0027057717,0.0009685128,0.0014603357,0.0011459697,8.989604e-05,3.7657956e-05,2.5128944e-05,0.0,0.0,126
1771684928416000,1771684928416000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.03753862,0.0073151435,5.46505e-11,-0.0017238251,-0.012545445,-9.818142,0.0018748654,0.00031957935,-0.0022583606,0.00069193414,0.0012502314,0.000794395,2.0689084e-05,3.685698e-05,2.988938e-05,0.0,0.0,126
1771684928516000,1771684928516000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.03789443,0.0073387246,5.4895054e-11,0.0033518826,-0.0103427805,-9.806937,0.000106526364,-0.0008948222,-0.0009800433,0.0005268849,0.0013192281,0.0014298669,5.130189e-05,4.228789e-05,3.0040686e-05,0.0,0.0,126
1771684928616000,1771684928616000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.038300496,0.0070245084,4.4389062e-11,-0.001628057,0.002490141,-9.83222,-0.0019600866,0.0004048004,0.0011291803,0.00079712004,0.00061453023,0.0016125361,2.8812276e-05,4.2632106e-05,2.4665573e-05,0.0,0.0,126
1771684928716000,1771684928716000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.038768414,0.0071094125,6.578321e-11,-0.0029688098,0.012066948,-9.795254,-0.00080960104,-0.00042610586,0.0026205506,0.001575534,0.00074637093,0.0009278075,4.116256e-05,5.054537e-05,4.3569256e-05,0.0,0.0,126
1771684928816000,1771684928816000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.036035884,0.007427255,8.196189e-11,0.014748283,-0.0011490459,-9.796211,0.0013848437,0.0018748654,-0.0009161274,0.00048708427,0.0010337643,0.0006433923,3.5391215e-05,4.804221e-05,8.256815e-05,0.0,0.0,126
1771684928916000,1771684928916000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.036925994,0.008047587,1.183486e-10,0.006799533,0.0038308934,-9.803298,-0.0010013485,-0.0019387814,0.0023435818,0.0010488401,0.0026143617,0.00103658,4.790509e-05,9.8960154e-05,7.354848e-05,0.0,0.0,126
1771684929016000,1771684929016000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.038814142,0.0080042705,7.017152e-11,0.019153614,-0.00076597324,-9.811726,-0.00085221155,0.0004474111,-0.001917476,0.0013069421,0.0018336931,0.0019696592,4.449316e-05,5.9710677e-05,3.539121e-05,0.0,0.0,126
1771684929116000,1771684929116000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.03893133,0.007896619,5.2530355e-11,-0.0114921685,0.010247354,-9.814791,0.0020240024,-0.0001917477,0.0015126755,0.0006830874,0.0009756781,0.0012224055,3.5414858e-05,2.9738076e-05,4.5691308e-05,0.0,0.0,126
1771684929216000,1771684929216000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.040175945,0.00782199,6.432175e-11,-0.0053630117,-0.022026485,-9.809045,-0.00036219,-0.0005752427,0.0007456852,0.0017637413,0.0010824308,0.0012276543,5.512518e-05,4.5886114e-05,2.5178117e-05,0.0,0.0,126
1771684929316000,1771684929316000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.039012987,0.007869112,8.0031606e-11,-0.010151415,0.011300804,-9.806746,-0.0005539375,-0.002876214,0.0010013485,0.0012573967,0.000566781,0.0013511181,7.313427e-05,4.9907045e-05,3.7621074e-05,0.0,0.0,126
1771684929416000,1771684929416000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.038181003,0.007537421,4.1646075e-11,0.009481039,-0.0067993617,-9.797169,0.0014913703,-0.0021092237,4.261059e-05,0.00042154614,0.0008439139,0.0011571913,1.8794934e-05,3.2258253e-05,3.5412962e-05,0.0,0.0,126
1771684929516000,1771684929516000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.039121676,0.0077941488,6.9484245e-11,0.004118027,0.013503469,-9.791902,-0.003387541,-0.001257012,-0.003984089,0.000518535,0.0016479506,0.0013450118,3.607398e-05,4.2480802e-05,4.6907426e-05,0.0,0.0,126
1771684929616000,1771684929616000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.03856954,0.0076489043,6.839775e-11,-0.0037349549,-0.00440516,-9.796308,-0.0023861926,0.0011717909,-0.00042610572,0.0008187877,0.0013330618,0.0007890061,4.7971287e-05,3.51548e-05,6.1254934e-05,0.0,0.0,126
1771684929716000,1771684929716000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.037644852,0.007484093,6.466235e-11,0.0076614455,-0.0075655063,-9.803777,-0.004261058,-0.0015765913,-0.00076699036,0.0009233621,0.0006786354,0.0011574433,5.891443e-05,2.6135122e-05,5.1492912e-05,0.0,0.0,126
1771684929816000,1771684929816000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.038737778,0.007627344,7.798029e-11,-0.015131354,0.018770713,-9.807896,0.0010865697,-0.000276969,0.0001278317,0.0012055394,0.0010502732,0.0012850481,4.637218e-05,4.688378e-05,5.5374836e-05,0.0,0.0,126
1771684929916000,1771684929916000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.03849519,0.007707555,8.304425e-11,-0.006703765,0.00086208316,-9.7806015,-2.910383e-11,0.0029827403,0.0027696874,0.0011053596,0.0012576833,0.0006918403,3.3074353e-05,5.9907365e-05,4.8724978e-05,0.0,0.0,126
