timestamp,pub_timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,heading_var,unaided_heading,delta_heading,tilt_var,ref_alt,dist_bottom,dist_bottom_var,delta_dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max_z,hagl_max_xy,publisher_id,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_reset_counter,dist_bottom_sensor_bitfield,dead_reckoning
1771684924796000,1771684924796000,1771684924796000,0,nan,nan,-0.010907858,0.0023682083,0.010601425,0.0,0.0,0.0,-0.012876375,0.0015809676,0.008599524,0.0022987206,-0.00090424286,0.00046052953,-0.0002578646,-0.0068942467,-0.029494893,-0.004731118,0.012297207,0.03749046,7.82354e-05,0.016170207,0.0007204487,nan,0.1,0.010000001,0.0,0.011413555,0.41698292,0.038541116,0.07744816,inf,inf,inf,inf,inf,160,0,1,0,1,2,1,2,1,1,0,0,0,0,1,0,1
1771684924804000,1771684924804000,1771684924804000,0,nan,nan,-0.010866388,0.002370418,0.0106144715,0.0,0.0,0.0,-0.012499403,0.0015493582,0.0084102545,0.002117169,-0.00090424286,0.00046052953,-0.0002578646,0.02116576,-0.0027251812,-0.017931217,0.0123330755,0.037490543,0.00010206422,0.016170207,0.00072046806,nan,0.099999994,0.010000001,0.0,0.0116311805,0.41710448,0.03904441,0.07767127,inf,inf,inf,inf,inf,160,0,1,0,1,2,1,2,1,1,0,0,0,0,1,0,1
1771684924812000,1771684924812000,1771684924812000,0,nan,nan,-0.010822767,0.0023738628,0.010627668,0.0,0.0,0.0,-0.012340953,0.0014161273,0.008371012,0.002087011,-0.00090424286,0.00046052953,-0.0002578646,-0.0062783253,-0.016490309,0.00065797934,0.012376308,0.03748768,0.00013334921,0.016170207,0.00071993185,nan,0.09999996,0.010000001,0.0,0.011844518,0.41722718,0.03945301,0.07789435,inf,inf,inf,inf,inf,160,0,1,0,1,2,1,2,1,1,0,0,0,0,1,0,1
1771684924820000,1771684924820000,1771684924820000,0,nan,nan,-0.010781972,0.002376107,0.010641428,0.0,0.0,0.0,-0.012800968,0.0012731238,0.008065653,0.0017920525,-0.00090424286,0.00046052953,-0.0002578646,-0.083056055,-0.017971162,-0.03276765,0.012385254,0.037399456,0.0001298018,0.016170207,0.0007199488,nan,0.10000001,0.010000001,0.0,0.012072323,0.41735104,0.039951455,0.07811741,inf,inf,inf,inf,inf,160,0,1,0,1,2,1,2,1,1,0,0,0,0,1,0,1
1771684924828000,1771684924828000,1771684924828000,0,nan,nan,-0.010745836,0.002378157,0.010644553,0.0,0.0,0.0,-0.012945804,0.0012554275,0.007837442,0.001566548,-0.00090424286,0.00046052953,-0.0002578646,-0.043117657,-0.0022796015,-0.023238825,0.0124032805,0.037399523,0.00016238133,0.016170207,0.0007199668,nan,0.1,0.010000001,0.0,0.012305905,0.4145376,0.040454082,0.07831828,inf,inf,inf,inf,inf,160,0,1,0,1,2,1,2,1,1,0,0,0,0,1,0,1
1771684924836000,1771684924836000,1771684924836000,0,nan,nan,-0.010709035,0.0023783487,0.010650394,0.0,0.0,0.0,-0.012542308,0.00089220126,0.008251361,0.001984716,-0.00090424286,0.00046052953,-0.0002578646,0.02595674,-0.045446627,0.056873538,0.012454238,0.03739959,0.00022799394,0.016170207,0.0007199858,nan,0.1,0.010000001,0.0,0.012544962,0.41466296,0.04095569,0.07854123,inf,inf,inf,inf,inf,160,0,1,0,1,2,1,2,1,1,0,0,0,0,1,0,1
1771684924844000,1771684924844000,1771684924844000,0,nan,nan,-0.010672017,0.0023771448,0.010658964,0.0,0.0,0.0,-0.012481684,0.0008553551,0.008125845,0.0018649392,-0.00090424286,0.00046052953,-0.0002578646,-0.01638217,-0.0046235793,-0.010705086,0.012510413,0.037399657,0.00029891508,0.016170207,0.00072000595,nan,0.1,0.010000001,0.0,0.012789446,0.41478947,0.04145891,0.07876413,inf,inf,inf,inf,inf,160,0,1,0,1,2,1,2,1,1,0,0,0,0,1,0,1
1771684924852000,1771684924852000,1771684924852000,0,nan,nan,-0.010635813,0.0023755145,0.01066817,0.0,0.0,0.0,-0.01237123,0.0008710359,0.008135492,0.0018817611,-0.00090424286,0.00046052953,-0.0002578646,-0.009638676,0.0019634252,0.0060461457,0.012486358,0.037399728,0.00028993713,0.016170207,0.00072002714,nan,0.1,0.010000001,0.0,0.013039327,0.4149172,0.04196285,0.078987025,inf,inf,inf,inf,inf,160,0,1,0,1,2,1,2,1,1,0,0,0,0,1,0,1
1771684924860000,1771684924860000,1771684924860000,0,nan,nan,-0.010600974,0.0023740004,0.010680874,0.0,0.0,0.0,-0.012533244,0.0007665158,0.008611029,0.002365859,-0.00090424286,0.00046052953,-0.0002578646,-0.04319481,-0.013039061,0.06414251,0.012439667,0.037399802,0.00025860185,0.016170207,0.00072004925,nan,0.1,0.010000001,0.0,0.013294578,0.41504613,0.042466175,0.07920989,inf,inf,inf,inf,inf,160,0,1,0,1,2,1,2,1,1,0,0,0,0,1,0,1
1771684924868000,1771684924868000,1771684924868000,0,nan,nan,-0.010570084,0.0023704143,0.010698261,0.0,0.0,0.0,-0.012989421,0.00038553364,0.008882071,0.0026467994,-0.00090424286,0.00046052953,-0.0002578646,-0.07947461,-0.047575105,0.038443595,0.012422519,0.037399877,0.00025709404,0.016170207,0.00072007254,nan,0.1,0.010000001,0.0,0.013555152,0.41517627,0.04296917,0.0794327,inf,inf,inf,inf,inf,160,0,1,0,1,2,1,2,1,1,0,0,0,0,1,0,1
1771684924876000,1771684924876000,1771684924876000,0,nan,nan,-0.010543585,0.002363916,0.010738018,0.0,0.0,0.0,-0.013216284,0.0001756511,0.008814733,0.0026110718,-0.00090424286,0.00046052953,-0.0002578646,-0.050332896,-0.02617155,-0.0040875743,0.012349676,0.03739995,0.00020018558,0.016170207,0.0007200968,nan,0.1,0.010000001,0.0,0.013821005,0.41241437,0.043473475,0.07963173,inf,inf,inf,inf,inf,160,0,1,0,1,2,1,2,1,1,0,0,0,0,1,0,1
1771684924884000,1771684924884000,1771684924884000,0,nan,nan,-0.010518288,0.0023580962,0.010778189,0.0,0.0,0.0,-0.013002056,0.00043199785,0.008838968,0.0026674387,-0.00090424286,0.00046052953,-0.0002578646,0.0052689705,0.032178916,0.0072331163,0.012317045,0.03731636,0.00018376263,0.016170207,0.0007201222,nan,0.1,0.010000001,0.0,0.014091621,0.41254604,0.043977406,0.07985445,inf,inf,inf,inf,inf,160,0,1,0,1,2,1,2,1,1,0,0,0,0,1,0,1
