timestamp,pub_timestamp,instance,get_count,set_count,find_count,export_count,active,changed,custom_default,publisher_id
1771684920504000,0,59,2576,3,1720,0,718,22,37,0
1771684929600000,0,61,25091,6,392,0,893,22,37,0
