timestamp,timestamp_sample,pub_timestamp,device_id,pressure,temperature,error_count,publisher_id
1771684924792000,1771684924792000,1771684924792000,6620428,95598.164,0.0,0,25
1771684924796000,1771684924796000,1771684924796000,6620428,95597.77,0.0,0,25
1771684924800000,1771684924800000,1771684924800000,6620428,95597.75,0.0,0,25
1771684924804000,1771684924804000,1771684924804000,6620428,95598.3,0.0,0,25
1771684924808000,1771684924808000,1771684924808000,6620428,95598.914,0.0,0,25
1771684924812000,1771684924812000,1771684924812000,6620428,95598.8,0.0,0,25
1771684924816000,1771684924816000,1771684924816000,6620428,95598.26,0.0,0,25
1771684924820000,1771684924820000,1771684924820000,6620428,95599.36,0.0,0,25
1771684924824000,1771684924824000,1771684924824000,6620428,95597.45,0.0,0,25
1771684924828000,1771684924828000,1771684924828000,6620428,95597.086,0.0,0,25
1771684924832000,1771684924832000,1771684924832000,6620428,95599.93,0.0,0,25
1771684924836000,1771684924836000,1771684924836000,6620428,95598.33,0.0,0,25
1771684924840000,1771684924840000,1771684924840000,6620428,95598.67,0.0,0,25
1771684924844000,1771684924844000,1771684924844000,6620428,95598.62,0.0,0,25
1771684924848000,1771684924848000,1771684924848000,6620428,95597.555,0.0,0,25
1771684924852000,1771684924852000,1771684924852000,6620428,95595.555,0.0,0,25
1771684924856000,1771684924856000,1771684924856000,6620428,95598.59,0.0,0,25
1771684924860000,1771684924860000,1771684924860000,6620428,95597.58,0.0,0,25
1771684924864000,1771684924864000,1771684924864000,6620428,95600.16,0.0,0,25
1771684924868000,1771684924868000,1771684924868000,6620428,95596.72,0.0,0,25
1771684924872000,1771684924872000,1771684924872000,6620428,95598.08,0.0,0,25
1771684924876000,1771684924876000,1771684924876000,6620428,95597.23,0.0,0,25
1771684924880000,1771684924880000,1771684924880000,6620428,95600.234,0.0,0,25
1771684924884000,1771684924884000,1771684924884000,6620428,95600.87,0.0,0,25
1771684924888000,1771684924888000,1771684924888000,6620428,95596.805,0.0,0,25
1771684924892000,1771684924892000,1771684924892000,6620428,95597.06,0.0,0,25
1771684924896000,1771684924896000,1771684924896000,6620428,95599.664,0.0,0,25
1771684924900000,1771684924900000,1771684924900000,6620428,95600.82,0.0,0,25
1771684924904000,1771684924904000,1771684924904000,6620428,95599.32,0.0,0,25
1771684924908000,1771684924908000,1771684924908000,6620428,95596.86,0.0,0,25
1771684924912000,1771684924912000,1771684924912000,6620428,95599.57,0.0,0,25
1771684924916000,1771684924916000,1771684924916000,6620428,95598.62,0.0,0,25
1771684924920000,1771684924920000,1771684924920000,6620428,95598.695,0.0,0,25
1771684924924000,1771684924924000,1771684924924000,6620428,95599.73,0.0,0,25
1771684924928000,1771684924928000,1771684924928000,6620428,95598.53,0.0,0,25
1771684924932000,1771684924932000,1771684924932000,6620428,95598.57,0.0,0,25
1771684924936000,1771684924936000,1771684924936000,6620428,95597.586,0.0,0,25
1771684924940000,1771684924940000,1771684924940000,6620428,95598.17,0.0,0,25
1771684924944000,1771684924944000,1771684924944000,6620428,95597.95,0.0,0,25
