timestamp,pub_timestamp,trim[0],trim[1],trim[2],trim[3],trim[4],trim[5],trim[6],trim[7],publisher_id
1771684920508000,1771684920508000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
1771684929604000,1771684929604000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
