timestamp,pub_timestamp,publisher_id,landing_gear
1771684920844000,1771684920844000,14,-1
1771684942644000,1771684942644000,14,1
1771685026028000,1771685026028000,14,-1
1771685026068000,1771685026068000,14,1
1771685059948000,1771685059948000,14,-1
