timestamp,pub_timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],publisher_id
1771684924796000,1771684924796000,0.0,0.9999811,0.0,0.0,0.006148564,0.0,0.0,-0.001,52
1771684924804000,1771684924804000,0.0,0.999981,0.0,0.0,0.0061664977,0.0,0.0,-0.001,52
1771684924812000,1771684924812000,0.0,0.9999808,0.0,0.0,0.0061881146,0.0,0.0,-0.001,52
1771684924820000,1771684924820000,0.0,0.9999808,0.0,0.0,0.0061925873,0.0,0.0,-0.001,52
1771684924828000,1771684924828000,0.0,0.99998075,0.0,0.0,0.0062016,0.0,0.0,-0.001,52
1771684924836000,1771684924836000,0.0,0.99998057,0.0,0.0,0.0062270784,0.0,0.0,-0.001,52
1771684924844000,1771684924844000,0.0,0.9999804,0.0,0.0,0.0062551657,0.0,0.0,-0.001,52
1771684924852000,1771684924852000,0.0,0.9999805,0.0,0.0,0.006243138,0.0,0.0,-0.001,52
1771684924860000,1771684924860000,0.0,0.9999806,0.0,0.0,0.006219793,0.0,0.0,-0.001,52
1771684924868000,1771684924868000,0.0,0.9999807,0.0,0.0,0.00621122,0.0,0.0,-0.001,52
1771684924876000,1771684924876000,0.0,0.9999809,0.0,0.0,0.0061747986,0.0,0.0,-0.001,52
1771684924884000,1771684924884000,0.0,0.99998105,0.0,0.0,0.0061584837,0.0,0.0,-0.001,52
1771684924892000,1771684924892000,0.0,0.9999809,0.0,0.0,0.0061746924,0.0,0.0,-0.001,52
1771684924900000,1771684924900000,0.0,0.99998057,0.0,0.0,0.006234975,0.0,0.0,-0.001,52
1771684924908000,1771684924908000,0.0,0.9999805,0.0,0.0,0.0062423986,0.0,0.0,-0.001,52
1771684924916000,1771684924916000,0.0,0.9999804,0.0,0.0,0.0062635085,0.0,0.0,-0.001,52
1771684924924000,1771684924924000,0.0,0.9999803,0.0,0.0,0.0062796506,0.0,0.0,-0.001,52
1771684924932000,1771684924932000,0.0,0.9999799,0.0,0.0,0.0063334634,0.0,0.0,-0.001,52
1771684924940000,1771684924940000,0.0,0.9999796,0.0,0.0,0.0063861166,0.0,0.0,-0.001,52
1771684924948000,1771684924948000,0.0,0.99997956,0.0,0.0,0.0063928487,0.0,0.0,-0.001,52
1771684924956000,1771684924956000,0.0,0.99997944,0.0,0.0,0.006406354,0.0,0.0,-0.001,52
1771684924964000,1771684924964000,0.0,0.9999795,0.0,0.0,0.006404471,0.0,0.0,-0.001,52
1771684924972000,1771684924972000,0.0,0.99997944,0.0,0.0,0.0064104144,0.0,0.0,-0.001,52
1771684924980000,1771684924980000,0.0,0.99997914,0.0,0.0,0.0064545884,0.0,0.0,-0.001,52
1771684924988000,1771684924988000,0.0,0.99997914,0.0,0.0,0.006461136,0.0,0.0,-0.001,52
1771684924996000,1771684924996000,0.0,0.99997914,0.0,0.0,0.0064535243,0.0,0.0,-0.001,52
1771684925004000,1771684925004000,0.0,0.9999792,0.0,0.0,0.0064482167,0.0,0.0,-0.001,52
1771684925012000,1771684925012000,0.0,0.9999794,0.0,0.0,0.0064154137,0.0,0.0,-0.001,52
1771684925020000,1771684925020000,0.0,0.9999797,0.0,0.0,0.00637275,0.0,0.0,-0.001,52
1771684925028000,1771684925028000,0.0,0.9999795,0.0,0.0,0.0064008934,0.0,0.0,-0.001,52
1771684925036000,1771684925036000,0.0,0.99997944,0.0,0.0,0.006409014,0.0,0.0,-0.001,52
1771684925044000,1771684925044000,0.0,0.9999794,0.0,0.0,0.006423717,0.0,0.0,-0.001,52
1771684925052000,1771684925052000,0.0,0.9999793,0.0,0.0,0.0064305747,0.0,0.0,-0.001,52
1771684925060000,1771684925060000,0.0,0.9999796,0.0,0.0,0.006385398,0.0,0.0,-0.001,52
1771684925068000,1771684925068000,0.0,0.9999798,0.0,0.0,0.0063510323,0.0,0.0,-0.001,52
1771684925076000,1771684925076000,0.0,0.99997973,0.0,0.0,0.0063679777,0.0,0.0,-0.001,52
1771684925084000,1771684925084000,0.0,0.99997956,0.0,0.0,0.0063930587,0.0,0.0,-0.001,52
1771684925092000,1771684925092000,0.0,0.9999795,0.0,0.0,0.0064012785,0.0,0.0,-0.001,52
1771684925100000,1771684925100000,0.0,0.9999794,0.0,0.0,0.006414997,0.0,0.0,-0.001,52
1771684925108000,1771684925108000,0.0,0.9999795,0.0,0.0,0.0063985516,0.0,0.0,-0.001,52
1771684925116000,1771684925116000,0.0,0.99997956,0.0,0.0,0.0063950806,0.0,0.0,-0.001,52
1771684925124000,1771684925124000,0.0,0.9999793,0.0,0.0,0.0064262664,0.0,0.0,-0.001,52
1771684925132000,1771684925132000,0.0,0.9999794,0.0,0.0,0.0064186053,0.0,0.0,-0.001,52
1771684925140000,1771684925140000,0.0,0.9999794,0.0,0.0,0.0064189993,0.0,0.0,-0.001,52
1771684925148000,1771684925148000,0.0,0.99997956,0.0,0.0,0.0063901255,0.0,0.0,-0.001,52
1771684925156000,1771684925156000,0.0,0.9999798,0.0,0.0,0.006352784,0.0,0.0,-0.001,52
1771684925164000,1771684925164000,0.0,0.99997985,0.0,0.0,0.0063464586,0.0,0.0,-0.001,52
1771684925172000,1771684925172000,0.0,0.9999797,0.0,0.0,0.0063720923,0.0,0.0,-0.001,52
1771684925180000,1771684925180000,0.0,0.9999797,0.0,0.0,0.006369526,0.0,0.0,-0.001,52
1771684925188000,1771684925188000,0.0,0.99997956,0.0,0.0,0.0063942135,0.0,0.0,-0.001,52
1771684925196000,1771684925196000,0.0,0.99997944,0.0,0.0,0.0064130304,0.0,0.0,-0.001,52
1771684925204000,1771684925204000,0.0,0.9999795,0.0,0.0,0.006403616,0.0,0.0,-0.001,52
1771684925212000,1771684925212000,0.0,0.9999798,0.0,0.0,0.006356855,0.0,0.0,-0.001,52
1771684925220000,1771684925220000,0.0,0.9999801,0.0,0.0,0.006310479,0.0,0.0,-0.001,52
1771684925228000,1771684925228000,0.0,0.99998003,0.0,0.0,0.0063141105,0.0,0.0,-0.001,52
1771684925236000,1771684925236000,0.0,0.99998,0.0,0.0,0.0063265227,0.0,0.0,-0.001,52
1771684925244000,1771684925244000,0.0,0.9999798,0.0,0.0,0.0063511133,0.0,0.0,-0.001,52
