timestamp,pub_timestamp,lat,lon,alt,x,y,z,roll,pitch,yaw,update_count,publisher_id,valid_alt,valid_hpos,valid_lpos,manual_home
1771684929484000,1771684929484000,47.39774201215479,8.545593949638514,487.99527,0.012471043,0.0037362115,-0.010559082,-0.0002931416,0.00024606497,0.014308529,104,93,1,1,1,0
1771684936444000,1771684936444000,47.397742062497116,8.545593853764512,488.0012,0.018068856,-0.0034800712,-0.016479492,-0.0012050542,-0.0021485062,0.012508058,105,93,1,1,1,0
1771684942432000,1771684942432000,47.397742062497116,8.545593853764512,488.0012,0.018068856,-0.0034800712,-0.016479492,-0.0012050542,-0.0021485062,0.008377327,105,93,1,1,1,0
