timestamp,pub_timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,publisher_id
1771684924796000,1771684924796000,0.0,0.0,0.0,39
1771684924800000,1771684924800000,0.0,0.0,0.0,39
1771684924804000,1771684924804000,0.0,0.0,0.0,39
1771684924808000,1771684924808000,0.0,0.0,0.0,39
1771684924812000,1771684924812000,0.0,0.0,0.0,39
1771684924816000,1771684924816000,0.0,0.0,0.0,39
1771684924820000,1771684924820000,0.0,0.0,0.0,39
1771684924824000,1771684924824000,0.0,0.0,0.0,39
1771684924828000,1771684924828000,0.0,0.0,0.0,39
1771684924832000,1771684924832000,0.0,0.0,0.0,39
1771684924836000,1771684924836000,0.0,0.0,0.0,39
1771684924840000,1771684924840000,0.0,0.0,0.0,39
1771684924844000,1771684924844000,0.0,0.0,0.0,39
1771684924848000,1771684924848000,0.0,0.0,0.0,39
1771684924852000,1771684924852000,0.0,0.0,0.0,39
1771684924856000,1771684924856000,0.0,0.0,0.0,39
1771684924860000,1771684924860000,0.0,0.0,0.0,39
1771684924864000,1771684924864000,0.0,0.0,0.0,39
1771684924868000,1771684924868000,0.0,0.0,0.0,39
1771684924872000,1771684924872000,0.0,0.0,0.0,39
1771684924876000,1771684924876000,0.0,0.0,0.0,39
1771684924880000,1771684924880000,0.0,0.0,0.0,39
1771684924884000,1771684924884000,0.0,0.0,0.0,39
1771684924888000,1771684924888000,0.0,0.0,0.0,39
1771684924892000,1771684924892000,0.0,0.0,0.0,39
1771684924896000,1771684924896000,0.0,0.0,0.0,39
1771684924900000,1771684924900000,0.0,0.0,0.0,39
1771684924904000,1771684924904000,0.0,0.0,0.0,39
1771684924908000,1771684924908000,0.0,0.0,0.0,39
1771684924912000,1771684924912000,0.0,0.0,0.0,39
1771684924916000,1771684924916000,0.0,0.0,0.0,39
1771684924920000,1771684924920000,0.0,0.0,0.0,39
1771684924924000,1771684924924000,0.0,0.0,0.0,39
1771684924928000,1771684924928000,0.0,0.0,0.0,39
1771684924932000,1771684924932000,0.0,0.0,0.0,39
1771684924936000,1771684924936000,0.0,0.0,0.0,39
1771684924940000,1771684924940000,0.0,0.0,0.0,39
1771684924944000,1771684924944000,0.0,0.0,0.0,39
1771684924948000,1771684924948000,0.0,0.0,0.0,39
1771684924952000,1771684924952000,0.0,0.0,0.0,39
1771684924956000,1771684924956000,0.0,0.0,0.0,39
1771684924960000,1771684924960000,0.0,0.0,0.0,39
1771684924964000,1771684924964000,0.0,0.0,0.0,39
1771684924968000,1771684924968000,0.0,0.0,0.0,39
1771684924972000,1771684924972000,0.0,0.0,0.0,39
1771684924976000,1771684924976000,0.0,0.0,0.0,39
1771684924980000,1771684924980000,0.0,0.0,0.0,39
1771684924984000,1771684924984000,0.0,0.0,0.0,39
1771684924988000,1771684924988000,0.0,0.0,0.0,39
1771684924992000,1771684924992000,0.0,0.0,0.0,39
1771684924996000,1771684924996000,0.0,0.0,0.0,39
1771684925000000,1771684925000000,0.0,0.0,0.0,39
1771684925004000,1771684925004000,0.0,0.0,0.0,39
1771684925008000,1771684925008000,0.0,0.0,0.0,39
1771684925012000,1771684925012000,0.0,0.0,0.0,39
1771684925016000,1771684925016000,0.0,0.0,0.0,39
1771684925020000,1771684925020000,0.0,0.0,0.0,39
1771684925024000,1771684925024000,0.0,0.0,0.0,39
1771684925028000,1771684925028000,0.0,0.0,0.0,39
1771684925032000,1771684925032000,0.0,0.0,0.0,39
1771684925036000,1771684925036000,0.0,0.0,0.0,39
1771684925040000,1771684925040000,0.0,0.0,0.0,39
1771684925044000,1771684925044000,0.0,0.0,0.0,39
1771684925048000,1771684925048000,0.0,0.0,0.0,39
1771684925052000,1771684925052000,0.0,0.0,0.0,39
1771684925056000,1771684925056000,0.0,0.0,0.0,39
1771684925060000,1771684925060000,0.0,0.0,0.0,39
1771684925064000,1771684925064000,0.0,0.0,0.0,39
1771684925068000,1771684925068000,0.0,0.0,0.0,39
1771684925072000,1771684925072000,0.0,0.0,0.0,39
1771684925076000,1771684925076000,0.0,0.0,0.0,39
1771684925080000,1771684925080000,0.0,0.0,0.0,39
1771684925084000,1771684925084000,0.0,0.0,0.0,39
1771684925088000,1771684925088000,0.0,0.0,0.0,39
1771684925092000,1771684925092000,0.0,0.0,0.0,39
1771684925096000,1771684925096000,0.0,0.0,0.0,39
1771684925100000,1771684925100000,0.0,0.0,0.0,39
1771684925104000,1771684925104000,0.0,0.0,0.0,39
1771684925108000,1771684925108000,0.0,0.0,0.0,39
1771684925112000,1771684925112000,0.0,0.0,0.0,39
1771684925116000,1771684925116000,0.0,0.0,0.0,39
1771684925120000,1771684925120000,0.0,0.0,0.0,39
1771684925124000,1771684925124000,0.0,0.0,0.0,39
1771684925128000,1771684925128000,0.0,0.0,0.0,39
1771684925132000,1771684925132000,0.0,0.0,0.0,39
1771684925136000,1771684925136000,0.0,0.0,0.0,39
1771684925140000,1771684925140000,0.0,0.0,0.0,39
1771684925144000,1771684925144000,0.0,0.0,0.0,39
1771684925148000,1771684925148000,0.0,0.0,0.0,39
1771684925152000,1771684925152000,0.0,0.0,0.0,39
1771684925156000,1771684925156000,0.0,0.0,0.0,39
1771684925160000,1771684925160000,0.0,0.0,0.0,39
1771684925164000,1771684925164000,0.0,0.0,0.0,39
1771684925168000,1771684925168000,0.0,0.0,0.0,39
1771684925172000,1771684925172000,0.0,0.0,0.0,39
1771684925176000,1771684925176000,0.0,0.0,0.0,39
