timestamp,timestamp_sample,pub_timestamp,device_id,bias,bias_var,innov,innov_var,innov_test_ratio,publisher_id
1771684928516000,1771684928364000,0,6620172,-0.010100605,0.0004055913,0.033233643,18.906809,6.4907535e-06,0
1771684928572000,1771684928416000,0,6620172,-0.010098864,0.0013518808,0.021331074,16.564299,3.052178e-06,0
1771684928620000,1771684928468000,0,6620172,-0.01010523,0.002162778,-0.04544313,15.442157,1.4858876e-05,0
1771684928676000,1771684928520000,0,6620172,-0.010095082,0.003108525,0.048252203,14.784183,1.7498243e-05,0
1771684928724000,1771684928572000,0,6620172,-0.010102177,0.0039186548,-0.025976695,14.351735,5.2242126e-06,0
1771684928780000,1771684928624000,0,6620172,-0.010127905,0.00486337,-0.07427893,14.046132,4.3644748e-05,0
1771684928828000,1771684928676000,0,6620172,-0.010139235,0.0056722406,-0.02759182,13.818601,6.1214478e-06,0
1771684928884000,1771684928728000,0,6620172,-0.010151313,0.0066154306,-0.024894945,13.642902,5.0474623e-06,0
1771684928988000,1771684928832000,0,6620172,-0.010135951,0.008363715,0.023914326,13.389189,4.7459102e-06,0
1771684929036000,1771684928884000,0,6620172,-0.010172017,0.009168492,-0.051509555,13.1037,2.2497756e-05,0
1771684929092000,1771684928936000,0,6620172,-0.010149402,0.01010698,0.02890981,12.930287,7.1819068e-06,0
1771684929140000,1771684928988000,0,6620172,-0.010152195,0.0109088775,-0.0032783328,12.8137045,9.3194195e-08,0
1771684929196000,1771684929040000,0,6620172,-0.010204552,0.011844238,-0.056223538,12.730755,2.7589236e-05,0
1771684929244000,1771684929092000,0,6620172,-0.0101943575,0.012642796,0.010204552,12.668166,9.1333817e-07,0
1771684929300000,1771684929144000,0,6620172,-0.010180225,0.013574564,0.013124045,12.619532,1.5165253e-06,0
1771684929348000,1771684929196000,0,6620172,-0.01014461,0.014369315,0.0311458,12.580744,8.567422e-06,0
1771684929404000,1771684929248000,0,6620172,-0.0101655265,0.015297023,-0.017138105,12.549125,2.6005766e-06,0
1771684929452000,1771684929300000,0,6620172,-0.010186995,0.016087502,-0.016689941,12.522841,2.4715205e-06,0
1771684929508000,1771684929352000,0,6620172,-0.010158061,0.017010693,0.02123436,12.500931,4.007684e-06,0
1771684929556000,1771684929404000,0,6620172,-0.010195845,0.017796448,-0.026463032,12.482153,6.2337185e-06,0
1771684929612000,1771684929456000,0,6620172,-0.010278154,0.018714668,-0.054745562,12.4661665,2.6712985e-05,0
1771684929660000,1771684929508000,0,6620172,-0.010267588,0.01949525,0.006738115,12.452143,4.0512612e-07,0
