timestamp,timestamp_sample,pub_timestamp,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,publisher_id,valid
1771684953764000,1771684953764000,1771684953764000,0.49314284,3.5604605e-06,-0.10319624,3.9436615,0.00030004446,1.0,163,1
1771684953772000,1771684953772000,1771684953772000,0.49314576,3.559992e-06,-0.16112556,3.941932,0.00073177443,1.0,163,1
1771684953780000,1771684953780000,1771684953780000,0.49314693,3.5595417e-06,-0.064908504,3.9409697,0.0001187839,1.0,163,1
1771684953788000,1771684953788000,1771684953788000,0.49314517,3.559117e-06,0.099176764,3.942181,0.00027723034,1.0,163,1
1771684953796000,1771684953796000,1771684953796000,0.49314618,3.5586497e-06,-0.05638838,3.9438221,8.9581714e-05,1.0,163,1
1771684953804000,1771684953804000,1771684953804000,0.49314722,3.5582025e-06,-0.05727618,3.9429529,9.244511e-05,1.0,163,1
1771684953812000,1771684953812000,1771684953812000,0.4931493,3.5577357e-06,-0.114457995,3.9426894,0.00036919618,1.0,163,1
1771684953820000,1771684953820000,1771684953820000,0.49314946,3.5572891e-06,-0.007456599,3.9434116,1.5666319e-06,1.0,163,1
1771684953828000,1771684953828000,1771684953828000,0.49314794,3.5568683e-06,0.08548651,3.9439924,0.00020588117,1.0,163,1
1771684953836000,1771684953836000,1771684953836000,0.49314925,3.5564035e-06,-0.07174445,3.9450784,0.00014497011,1.0,163,1
1771684953844000,1771684953844000,1771684953844000,0.49314997,3.5559594e-06,-0.03908308,3.9446235,4.3025855e-05,1.0,163,1
1771684953852000,1771684953852000,1771684953852000,0.49315175,3.5554954e-06,-0.09877118,3.9447975,0.00027478512,1.0,163,1
1771684953860000,1771684953860000,1771684953860000,0.49315208,3.5550524e-06,-0.017865833,3.944979,8.989993e-06,1.0,163,1
1771684953868000,1771684953868000,1771684953868000,0.49315053,3.5546348e-06,0.08758016,3.9454682,0.0002160083,1.0,163,1
1771684953876000,1771684953876000,1771684953876000,0.49315235,3.5541723e-06,-0.09995552,3.9456072,0.00028135668,1.0,163,1
1771684953884000,1771684953884000,1771684953884000,0.49315307,3.5537312e-06,-0.039806858,3.945002,4.462991e-05,1.0,163,1
1771684953892000,1771684953892000,1771684953892000,0.49315536,3.553269e-06,-0.12678215,3.9442708,0.0004528006,1.0,163,1
1771684953900000,1771684953900000,1771684953900000,0.49315584,3.5528283e-06,-0.026047286,3.9440944,1.9113277e-05,1.0,163,1
