timestamp,timestamp_sample,pub_timestamp,latitude_deg,longitude_deg,altitude_msl_m,altitude_ellipsoid_m,time_utc_usec,device_id,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,heading_accuracy,rtcm_injection_rate,automatic_gain_control,publisher_id,fix_type,jamming_state,spoofing_state,vel_ned_valid,satellites_used,selected_rtcm_instance,rtcm_crc_failed,rtcm_msg_used
1771684924760000,0,1771684924760000,47.3977418,8.545594,487.992,487.992,1771684924760000,0,0.25,0.5,11.07,11.16,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684924812000,0,1771684924812000,47.3977418,8.545593799999999,487.993,487.993,1771684924812000,0,0.25,0.5,10.83,10.92,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684924864000,0,1771684924864000,47.3977418,8.5455939,488.003,488.003,1771684924864000,0,0.25,0.5,10.599999,10.69,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684924916000,0,1771684924916000,47.3977418,8.5455937,488.00800000000004,488.00800000000004,1771684924916000,0,0.25,0.5,10.37,10.46,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684924968000,0,1771684924968000,47.3977419,8.545593799999999,487.992,487.992,1771684924968000,0,0.25,0.5,10.139999,10.24,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684925020000,0,1771684925020000,47.3977419,8.545593799999999,488.0,488.0,1771684925020000,0,0.25,0.5,9.929999,10.0199995,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684925072000,0,1771684925072000,47.3977418,8.5455939,487.999,487.999,1771684925072000,0,0.25,0.5,9.71,9.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684925124000,0,1771684925124000,47.3977418,8.545593799999999,487.99600000000004,487.99600000000004,1771684925124000,0,0.25,0.5,9.5,9.59,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684925176000,0,1771684925176000,47.3977418,8.545593799999999,487.99600000000004,487.99600000000004,1771684925176000,0,0.25,0.5,9.3,9.389999,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684925228000,0,1771684925228000,47.3977419,8.545593799999999,487.985,487.985,1771684925228000,0,0.25,0.5,9.099999,9.19,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684925280000,0,1771684925280000,47.3977419,8.545593799999999,488.00100000000003,488.00100000000003,1771684925280000,0,0.25,0.5,8.9,8.99,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684925332000,0,1771684925332000,47.3977419,8.545594,488.003,488.003,1771684925332000,0,0.25,0.5,8.71,8.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684925384000,0,1771684925384000,47.3977418,8.5455939,488.007,488.007,1771684925384000,0,0.25,0.5,8.5199995,8.62,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684925436000,0,1771684925436000,47.3977418,8.545594,488.01,488.01,1771684925436000,0,0.25,0.5,8.34,8.429999,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684925488000,0,1771684925488000,47.3977418,8.5455939,488.011,488.011,1771684925488000,0,0.25,0.5,8.16,8.25,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684925540000,0,1771684925540000,47.3977419,8.545594,487.992,487.992,1771684925540000,0,0.25,0.5,7.99,8.08,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684925592000,0,1771684925592000,47.3977419,8.5455939,488.00800000000004,488.00800000000004,1771684925592000,0,0.25,0.5,7.8199997,7.91,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684925644000,0,1771684925644000,47.397742,8.545593799999999,488.00800000000004,488.00800000000004,1771684925644000,0,0.25,0.5,7.6499996,7.74,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684925696000,0,1771684925696000,47.3977418,8.5455939,488.014,488.014,1771684925696000,0,0.25,0.5,7.49,7.58,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684925748000,0,1771684925748000,47.397742,8.545593799999999,488.009,488.009,1771684925748000,0,0.25,0.5,7.33,7.4199996,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684925800000,0,1771684925800000,47.397742,8.545594,488.02,488.02,1771684925800000,0,0.25,0.5,7.17,7.2599998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684925852000,0,1771684925852000,47.3977419,8.545594099999999,488.011,488.011,1771684925852000,0,0.25,0.5,7.02,7.1099997,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684925904000,0,1771684925904000,47.397742099999995,8.545594099999999,488.009,488.009,1771684925904000,0,0.25,0.5,6.87,6.96,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684925956000,0,1771684925956000,47.3977419,8.545594099999999,487.991,487.991,1771684925956000,0,0.25,0.5,6.72,6.8199997,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684926008000,0,1771684926008000,47.397742,8.5455942,487.99,487.99,1771684926008000,0,0.25,0.5,6.58,6.67,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684926060000,0,1771684926060000,47.397742,8.545594099999999,487.994,487.994,1771684926060000,0,0.25,0.5,6.44,6.5299997,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684926112000,0,1771684926112000,47.397742,8.545594,488.01,488.01,1771684926112000,0,0.25,0.5,6.2999997,6.3999996,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684926164000,0,1771684926164000,47.3977419,8.545594099999999,488.019,488.019,1771684926164000,0,0.25,0.5,6.17,6.2599998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684926216000,0,1771684926216000,47.397742,8.5455942,488.023,488.023,1771684926216000,0,0.25,0.5,6.04,6.1299996,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684926268000,0,1771684926268000,47.3977419,8.5455943,488.017,488.017,1771684926268000,0,0.25,0.5,5.91,6.0099998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684926320000,0,1771684926320000,47.397742099999995,8.545594099999999,488.00800000000004,488.00800000000004,1771684926320000,0,0.25,0.5,5.79,5.8799996,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684926372000,0,1771684926372000,47.397742099999995,8.545594,488.0,488.0,1771684926372000,0,0.25,0.5,5.66,5.7599998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684926424000,0,1771684926424000,47.397742099999995,8.545594099999999,488.005,488.005,1771684926424000,0,0.25,0.5,5.54,5.64,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684926476000,0,1771684926476000,47.397742199999996,8.545594099999999,487.997,487.997,1771684926476000,0,0.25,0.5,5.43,5.52,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684926528000,0,1771684926528000,47.397742099999995,8.545594,487.999,487.999,1771684926528000,0,0.25,0.5,5.31,5.41,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684926580000,0,1771684926580000,47.397742,8.545594,488.003,488.003,1771684926580000,0,0.25,0.5,5.2,5.2999997,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684926632000,0,1771684926632000,47.397742,8.545594,488.014,488.014,1771684926632000,0,0.25,0.5,5.0899997,5.19,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684926684000,0,1771684926684000,47.397742,8.5455939,488.00800000000004,488.00800000000004,1771684926684000,0,0.25,0.5,4.99,5.08,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684926736000,0,1771684926736000,47.397742,8.545594,488.012,488.012,1771684926736000,0,0.25,0.5,4.88,4.98,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684926788000,0,1771684926788000,47.397742,8.5455939,488.00100000000003,488.00100000000003,1771684926788000,0,0.25,0.5,4.7799997,4.88,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684926840000,0,1771684926840000,47.3977419,8.545594099999999,487.997,487.997,1771684926840000,0,0.25,0.5,4.68,4.7799997,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684926892000,0,1771684926892000,47.3977419,8.5455939,487.999,487.999,1771684926892000,0,0.25,0.5,4.58,4.68,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
1771684926944000,0,1771684926944000,47.3977419,8.5455939,487.98900000000003,487.98900000000003,1771684926944000,0,0.25,0.5,4.49,4.58,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,25,0,0,0,1,10,0,0,0
