timestamp,pub_timestamp,unallocated_torque[0],unallocated_torque[1],unallocated_torque[2],unallocated_thrust[0],unallocated_thrust[1],unallocated_thrust[2],handled_motor_failure_mask,publisher_id,torque_setpoint_achieved,thrust_setpoint_achieved,actuator_saturation[0],actuator_saturation[1],actuator_saturation[2],actuator_saturation[3],actuator_saturation[4],actuator_saturation[5],actuator_saturation[6],actuator_saturation[7],actuator_saturation[8],actuator_saturation[9],actuator_saturation[10],actuator_saturation[11],actuator_saturation[12],actuator_saturation[13],actuator_saturation[14],actuator_saturation[15]
1771684924792000,1771684924792000,3.914362e-05,0.0011496292,-0.00039369386,0.0,0.0,-1.1641532e-10,0,27,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1771684924800000,1771684924800000,1.1641532e-10,5.820766e-11,-5.820766e-11,0.0,0.0,-1.1641532e-10,0,27,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684924808000,1771684924808000,0.0009977523,-0.0026138984,-0.0004190363,0.0,0.0,0.0,0,27,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684924816000,1771684924816000,0.00026950752,1.1641532e-10,-0.00041795187,0.0,0.0,0.0,0,27,1,1,-2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684924824000,1771684924824000,-0.0016154608,0.0,-5.820766e-11,0.0,0.0,-1.1641532e-10,0,27,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684924832000,1771684924832000,-0.0004898312,-0.0011743153,-0.00047605467,0.0,0.0,-1.1641532e-10,0,27,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684924840000,1771684924840000,-0.000591582,-4.5657973e-05,-0.000584946,0.0,0.0,-1.1641532e-10,0,27,1,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684924848000,1771684924848000,0.0011828137,0.002048592,-0.0006823198,0.0,0.0,0.0,0,27,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1771684924856000,1771684924856000,-2.3283064e-10,2.910383e-11,-1.1641532e-10,0.0,0.0,-1.1641532e-10,0,27,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684924864000,1771684924864000,-0.00046202017,-0.002212085,-0.0004388818,0.0,0.0,-1.1641532e-10,0,27,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684924872000,1771684924872000,0.0016002522,0.0005001507,-0.00037646416,0.0,0.0,-1.1641532e-10,0,27,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1771684924880000,1771684924880000,0.0014074213,0.0,-0.00020303749,0.0,0.0,-1.1641532e-10,0,27,0,1,-2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684924888000,1771684924888000,-0.0003804518,0.0,-4.3655746e-11,0.0,0.0,-1.1641532e-10,0,27,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684924896000,1771684924896000,1.2732926e-10,-2.7284841e-11,-1.1641532e-10,0.0,0.0,-1.1641532e-10,0,27,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684924904000,1771684924904000,0.00045916066,1.7462298e-10,-0.00060250465,0.0,0.0,-1.1641532e-10,0,27,1,1,-2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684924912000,1771684924912000,0.0011390885,5.820766e-11,-1.1641532e-10,0.0,0.0,-1.1641532e-10,0,27,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684924920000,1771684924920000,0.00062319555,-0.0015589562,-0.0006618694,0.0,0.0,-1.1641532e-10,0,27,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684924928000,1771684924928000,-0.0024876718,-0.0015948315,-0.00077733863,0.0,0.0,-1.1641532e-10,0,27,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684924936000,1771684924936000,-0.000568582,-0.0003307059,-0.0010062521,0.0,0.0,-1.1641532e-10,0,27,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684924944000,1771684924944000,-0.0012418088,0.0002455581,-0.001139443,0.0,0.0,-1.1641532e-10,0,27,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1771684924952000,1771684924952000,0.0006785027,-5.820766e-11,-0.00012503075,0.0,0.0,-1.1641532e-10,0,27,1,1,0,-2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684924960000,1771684924960000,-0.0026128343,-2.910383e-11,-0.0010603649,0.0,0.0,-1.1641532e-10,0,27,0,1,0,-2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684924968000,1771684924968000,-0.00044971984,-6.48015e-11,-0.0009459159,0.0,0.0,-1.1641532e-10,0,27,0,1,0,-2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684924976000,1771684924976000,1.1641532e-10,8.731149e-11,-0.0003404331,0.0,0.0,-1.1641532e-10,0,27,1,1,0,-2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684924984000,1771684924984000,0.001708958,-0.00019242987,-0.0010815718,0.0,0.0,-1.1641532e-10,0,27,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684924992000,1771684924992000,0.0024283906,0.00010580942,-0.0009897166,0.0,0.0,-1.1641532e-10,0,27,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1771684925000000,1771684925000000,0.0003125259,1.3667392e-05,-0.000870717,0.0,0.0,-1.1641532e-10,0,27,1,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1771684925008000,1771684925008000,-0.0006465036,0.0027820326,-0.00074718194,0.0,0.0,-1.1641532e-10,0,27,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1771684925016000,1771684925016000,0.00052236114,0.0003667397,-0.00047067046,0.0,0.0,-1.1641532e-10,0,27,1,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1771684925024000,1771684925024000,-5.622022e-05,5.820766e-11,0.0,0.0,0.0,0.0,0,27,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684925032000,1771684925032000,0.002405291,-0.00026650587,-0.0004380234,0.0,0.0,-1.1641532e-10,0,27,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684925040000,1771684925040000,-0.00013967702,-0.0032930777,-0.00044781915,0.0,0.0,-1.1641532e-10,0,27,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684925048000,1771684925048000,-0.0018511813,0.0,-0.00046777076,0.0,0.0,-1.1641532e-10,0,27,0,1,0,-2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684925056000,1771684925056000,-0.0024487122,0.00094394246,-0.0003941998,0.0,0.0,-1.1641532e-10,0,27,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1771684925064000,1771684925064000,0.0013575815,-0.00093946955,-9.8276316e-05,0.0,0.0,-1.1641532e-10,0,27,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684925072000,1771684925072000,-0.00147292,5.820766e-11,-3.5811354e-11,0.0,0.0,0.0,0,27,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684925080000,1771684925080000,9.051501e-05,-0.0006566823,-0.000112877504,0.0,0.0,-1.1641532e-10,0,27,1,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684925088000,1771684925088000,-5.820766e-11,0.0,-1.4551915e-11,0.0,0.0,-1.1641532e-10,0,27,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684925096000,1771684925096000,-0.00096971466,-0.0010941689,-0.00021333022,0.0,0.0,0.0,0,27,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684925104000,1771684925104000,-0.0001165233,-0.0024384412,-0.0002235292,0.0,0.0,-1.1641532e-10,0,27,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684925112000,1771684925112000,0.00055431726,-5.820766e-11,7.2759576e-11,0.0,0.0,-1.1641532e-10,0,27,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684925120000,1771684925120000,-1.4551915e-11,3.1832315e-12,0.0,0.0,0.0,-1.1641532e-10,0,27,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684925128000,1771684925128000,-0.0045632804,0.00014195568,-0.00022545618,0.0,0.0,-1.1641532e-10,0,27,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1771684925136000,1771684925136000,-0.00086325663,-0.00019445771,-0.00017193379,0.0,0.0,-1.1641532e-10,0,27,1,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684925144000,1771684925144000,-1.1641532e-10,0.0,-4.3655746e-11,0.0,0.0,-1.1641532e-10,0,27,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684925152000,1771684925152000,-0.0017527861,-5.820766e-11,-1.2369128e-10,0.0,0.0,-1.1641532e-10,0,27,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684925160000,1771684925160000,-0.00035009833,0.0,0.00022317375,0.0,0.0,-1.1641532e-10,0,27,1,1,0,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684925168000,1771684925168000,0.0018556141,0.0,1.4551915e-11,0.0,0.0,-1.1641532e-10,0,27,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684925176000,1771684925176000,-0.0021415905,0.0023806198,6.2254716e-05,0.0,0.0,1.1641532e-10,0,27,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1771684925184000,1771684925184000,-0.00025357984,0.0,-6.91216e-11,0.0,0.0,-1.1641532e-10,0,27,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684925192000,1771684925192000,0.0020904667,-0.0015111128,-5.536943e-05,0.0,0.0,-1.1641532e-10,0,27,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684925200000,1771684925200000,0.001189328,-0.0011102366,-0.00013189751,0.0,0.0,-1.1641532e-10,0,27,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684925208000,1771684925208000,-0.0018940505,-0.0009169667,4.218673e-06,0.0,0.0,-1.1641532e-10,0,27,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684925216000,1771684925216000,-0.0013840796,1.7462298e-10,0.00027130108,0.0,0.0,-1.1641532e-10,0,27,0,1,0,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684925224000,1771684925224000,9.412783e-05,-1.1641532e-10,0.0003987113,0.0,0.0,-1.1641532e-10,0,27,1,1,0,0,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1771684925232000,1771684925232000,0.0014090226,1.1641532e-10,1.1641532e-10,0.0,0.0,0.0,0,27,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684925240000,1771684925240000,-2.3283064e-10,-5.820766e-11,0.0001419544,0.0,0.0,0.0,0,27,1,1,0,0,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1771684925248000,1771684925248000,0.00015581219,-0.00018261652,5.9657803e-05,0.0,0.0,-1.1641532e-10,0,27,1,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684925256000,1771684925256000,-0.0044643953,-2.790778e-05,1.8071896e-06,0.0,0.0,-1.1641532e-10,0,27,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684925264000,1771684925264000,-0.0020612192,0.0,3.092282e-11,0.0,0.0,-1.1641532e-10,0,27,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684925272000,1771684925272000,-0.00028363563,0.0008507145,4.2123058e-05,0.0,0.0,-1.1641532e-10,0,27,1,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1771684925280000,1771684925280000,0.00030691942,-0.00041120406,-5.3998803e-05,0.0,0.0,-1.1641532e-10,0,27,1,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1771684925288000,1771684925288000,-0.0008610675,-0.00079330907,-0.00021956472,0.0,0.0,0.0,0,27,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
