timestamp,timestamp_sample,pub_timestamp,time_last_fuse,device_id,observation,observation_variance,innovation,innovation_filtered,innovation_variance,test_ratio,test_ratio_filtered,publisher_id,estimator_instance,innovation_rejected,fused
1771684928492000,1771684928338000,0,1771684928340000,0,-487.981,6.6563997,0.0,0.0,6.6563997,0.0,0.0,0,0,0,1
1771684929012000,1771684928858000,0,1771684928860000,0,-487.998,4.5795994,0.01473999,0.0075145043,5.614976,1.5477701e-06,7.8905924e-07,0,0,0,1
1771684929068000,1771684928910000,0,1771684928916000,0,-487.999,4.4099994,0.016113281,0.008324534,5.2001762,1.9971465e-06,9.028646e-07,0,0,0,1
1771684929116000,1771684928962000,0,1771684928964000,0,-488.004,4.2436,0.016906738,0.009133003,4.8790946,2.3433677e-06,1.0385642e-06,0,0,0,1
1771684929172000,1771684929014000,0,1771684929020000,0,-487.999,4.1208997,0.009460449,0.009163849,4.649919,7.699067e-07,1.0132559e-06,0,0,0,1
1771684929220000,1771684929066000,0,1771684929068000,0,-488.0,3.9601,0.011138916,0.009349906,4.411788,1.1249448e-06,1.0237773e-06,0,0,0,1
1771684929276000,1771684929118000,0,1771684929124000,0,-488.002,3.8024998,0.011352539,0.00953856,4.1951156,1.228859e-06,1.0430965e-06,0,0,0,1
1771684929324000,1771684929170000,0,1771684929172000,0,-487.993,3.6864,0.00061035156,0.008697497,4.0323668,3.6953884e-09,9.451819e-07,0,0,0,1
1771684929380000,1771684929222000,0,1771684929228000,0,-487.995,3.5344,0.001373291,0.008007536,3.8428943,1.963029e-08,8.579923e-07,0,0,0,1
1771684929428000,1771684929274000,0,1771684929276000,0,-487.989,3.4224997,-0.004638672,0.006816226,3.6999571,2.326219e-07,7.5525327e-07,0,0,0,1
1771684929484000,1771684929326000,0,1771684929332000,0,-487.988,3.3123999,-0.005340576,0.00567102,3.563968,3.2011235e-07,6.539507e-07,0,0,0,1
1771684929532000,1771684929378000,0,1771684929380000,0,-487.994,3.2041,0.00030517578,0.005165542,3.4336932,1.0849223e-09,5.924488e-07,0,0,0,1
1771684929588000,1771684929430000,0,1771684929436000,0,-487.998,3.0976,0.0043945312,0.0050929105,3.3083563,2.3349244e-07,5.586341e-07,0,0,0,1
1771684929636000,1771684929482000,0,1771684929484000,0,-487.999,2.9929001,0.0057678223,0.005156489,3.1872747,4.1750744e-07,5.4533956e-07,0,0,0,1
1771684929692000,1771684929534000,0,1771684929540000,0,-487.989,2.8899999,-0.004852295,0.0042136326,3.0700517,3.0676705e-07,4.6506864e-07,0,0,0,1
1771684929740000,1771684929586000,0,1771684929588000,0,-487.984,2.7889,-0.009307861,0.0029398685,2.9562626,1.1722407e-06,3.1082936e-07,0,0,0,1
1771684929796000,1771684929638000,0,1771684929644000,0,-488.0,2.6896,0.007293701,0.0033500122,2.8457026,7.477672e-07,3.519902e-07,0,0,0,1
1771684929844000,1771684929690000,0,1771684929692000,0,-488.003,2.5921001,0.00970459,0.0039486317,2.7380776,1.3758421e-06,4.4844e-07,0,0,0,1
1771684929900000,1771684929742000,0,1771684929748000,0,-488.01,2.5280998,0.01626587,0.005108951,2.6649895,3.971175e-06,7.802919e-07,0,0,0,1
1771684929948000,1771684929794000,0,1771684929796000,0,-488.007,2.4335997,0.012939453,0.005846607,2.5622995,2.6137373e-06,9.5300777e-07,0,0,0,1
1771684930004000,1771684929846000,0,1771684929852000,0,-488.001,2.3409,0.0064086914,0.005899557,2.4621758,6.6723624e-07,9.2608724e-07,0,0,0,1
1771684930052000,1771684929898000,0,1771684929900000,0,-488.005,2.2800999,0.009857178,0.0062723765,2.39454,1.6230916e-06,9.917471e-07,0,0,0,1
1771684930108000,1771684929950000,0,1771684929956000,0,-487.996,2.1904001,0.0006713867,0.005744747,2.2986696,7.843844e-09,8.990606e-07,0,0,0,1
1771684930156000,1771684930002000,0,1771684930004000,0,-487.991,2.1315997,-0.0046081543,0.0047694733,2.2341294,3.8019436e-07,7.7855105e-07,0,0,0,1
1771684930212000,1771684930054000,0,1771684930060000,0,-487.997,2.0449,0.0016784668,0.0044782916,2.142219,5.2604346e-08,7.101648e-07,0,0,0,1
1771684930260000,1771684930106000,0,1771684930108000,0,-488.004,1.9880999,0.008453369,0.0048527555,2.0805285,1.3738711e-06,7.726878e-07,0,0,0,1
1771684930316000,1771684930158000,0,1771684930164000,0,-487.997,1.9320999,0.0010986328,0.004499106,2.0200691,2.3900055e-08,7.0214986e-07,0,0,0,1
1771684930364000,1771684930210000,0,1771684930212000,0,-488.012,1.8769,0.016113281,0.0055931956,1.9607016,5.2968353e-06,1.1349825e-06,0,0,0,1
1771684930420000,1771684930262000,0,1771684930268000,0,-488.007,1.8225001,0.0105896,0.0060638716,1.9024863,2.3577488e-06,1.2501707e-06,0,0,0,1
1771684930468000,1771684930314000,0,1771684930316000,0,-488.0,1.7423998,0.0032653809,0.005800246,1.8187912,2.3450107e-07,1.1544917e-06,0,0,0,1
1771684930524000,1771684930366000,0,1771684930372000,0,-488.0,1.6899998,0.0032958984,0.005564329,1.7630445,2.4645882e-07,1.0689523e-06,0,0,0,1
1771684930572000,1771684930418000,0,1771684930420000,0,-487.983,1.6384,-0.013885498,0.0037320992,1.708271,4.514671e-06,5.4295873e-07,0,0,0,1
1771684930628000,1771684930470000,0,1771684930476000,0,-488.003,1.5876,0.00680542,0.004021615,1.6545526,1.119668e-06,5.9728643e-07,0,0,0,1
1771684930676000,1771684930522000,0,1771684930524000,0,-488.001,1.5376,0.004486084,0.0040653693,1.6017647,5.0256943e-07,5.8836383e-07,0,0,0,1
1771684930732000,1771684930574000,0,1771684930580000,0,-488.004,1.5129,0.007293701,0.0043694875,1.5744971,1.3514938e-06,6.602529e-07,0,0,0,1
1771684930780000,1771684930626000,0,1771684930628000,0,-488.002,1.4640998,0.0050964355,0.004437968,1.5232643,6.820525e-07,6.623065e-07,0,0,0,1
1771684930836000,1771684930678000,0,1771684930684000,0,-487.997,1.4160999,9.1552734e-05,0.0040285233,1.4730214,2.2761117e-10,5.9993675e-07,0,0,0,1
1771684930884000,1771684930730000,0,1771684930732000,0,-488.011,1.3689,0.0138549805,0.004954204,1.4236454,5.393492e-06,1.0515035e-06,0,0,0,1
1771684930940000,1771684930782000,0,1771684930788000,0,-488.006,1.3225,0.008453369,0.0052838353,1.3752387,2.0784596e-06,1.1482458e-06,0,0,0,1
1771684930988000,1771684930834000,0,1771684930836000,0,-487.989,1.2996,-0.008911133,0.003946628,1.3503785,2.3521786e-06,8.1849566e-07,0,0,0,1
1771684931044000,1771684930886000,0,1771684930892000,0,-487.986,1.2544,-0.011505127,0.0024910276,1.303404,4.0622235e-06,3.5871773e-07,0,0,0,1
1771684931092000,1771684930938000,0,1771684930940000,0,-487.985,1.21,-0.012054443,0.001120802,1.2572563,4.6230703e-06,-1.105812e-07,0,0,0,1
1771684931148000,1771684930990000,0,1771684930996000,0,-487.999,1.1881001,0.0026245117,0.0012624558,1.2337459,2.2332188e-07,-7.912656e-08,0,0,0,1
1771684931196000,1771684931042000,0,1771684931044000,0,-488.01,1.1448998,0.013824463,0.0024458333,1.188979,6.429576e-06,5.3401214e-07,0,0,0,1
1771684931252000,1771684931094000,0,1771684931100000,0,-488.007,1.1235999,0.010375977,0.0031928758,1.1662369,3.6925908e-06,8.315594e-07,0,0,0,1
1771684931300000,1771684931146000,0,1771684931148000,0,-488.002,1.0816,0.005004883,0.003363572,1.1228236,8.923522e-07,8.372863e-07,0,0,0,1
1771684931356000,1771684931198000,0,1771684931204000,0,-488.009,1.0609,0.011932373,0.004170778,1.1008244,5.173633e-06,1.2457828e-06,0,0,0,1
1771684931404000,1771684931250000,0,1771684931252000,0,-488.005,1.0403999,0.007598877,0.0044937152,1.0790416,2.1405267e-06,1.3300703e-06,0,0,0,1
1771684931460000,1771684931302000,0,1771684931308000,0,-488.004,1.0,0.0065307617,0.004685611,1.0374913,1.6443838e-06,1.3596796e-06,0,0,0,1
1771684931508000,1771684931354000,0,1771684931356000,0,-488.009,0.9800999,0.011566162,0.005333779,1.0164187,5.2646064e-06,1.727535e-06,0,0,0,1
1771684931564000,1771684931406000,0,1771684931412000,0,-488.009,0.94089997,0.0113220215,0.005897889,0.97617096,5.2526934e-06,2.0596153e-06,0,0,0,1
1771684931612000,1771684931458000,0,1771684931460000,0,-488.007,0.9216,0.009155273,0.006204744,0.95579344,3.5078303e-06,2.1960414e-06,0,0,0,1
1771684931668000,1771684931510000,0,1771684931516000,0,-488.001,0.9025,0.0029296875,0.005896224,0.9357343,3.66902e-07,2.0237312e-06,0,0,0,1
1771684931716000,1771684931562000,0,1771684931564000,0,-487.998,0.8836,-0.0,0.005340783,0.91586334,0.0,1.8330899e-06,0,0,0,1
1771684931772000,1771684931614000,0,1771684931620000,0,-487.988,0.8463999,-0.009796143,0.0039148405,0.8778031,4.3729356e-06,1.2484643e-06,0,0,0,1
1771684931820000,1771684931666000,0,1771684931668000,0,-487.998,0.82809997,0.00064086914,0.0036064228,0.8586,1.913409e-08,1.1326578e-06,0,0,0,1
1771684931876000,1771684931718000,0,1771684931724000,0,-487.998,0.80999994,0.0007324219,0.0033356836,0.8397034,2.5553872e-08,1.0283653e-06,0,0,0,1
1771684931924000,1771684931770000,0,1771684931772000,0,-487.993,0.79209995,-0.0041503906,0.0026304736,0.8209824,8.3927466e-07,8.5242823e-07,0,0,0,1
