timestamp,pub_timestamp,mission_id,geofence_id,home_position_counter,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,publisher_id,valid,warning,finished,failure,item_do_jump_changed,execution_mode
1771684928492000,1771684928492000,1908733938,0,103,-1,1,2,0,0,96,1,0,0,0,0,0
1771684934824000,1771684934824000,0,0,104,-1,0,0,0,0,96,0,0,0,0,0,0
1771684935404000,1771684935404000,3600267706,0,104,-1,0,2,0,0,96,1,0,0,0,0,0
1771684936480000,1771684936480000,3600267706,0,105,-1,0,2,0,0,96,1,0,0,0,0,0
1771684971052000,1771684971052000,3600267706,0,105,-1,0,2,0,0,96,1,0,0,0,0,0
1771685003764000,1771685003764000,3600267706,0,105,0,1,2,0,0,96,1,0,0,0,0,0
1771685026004000,1771685026004000,3600267706,0,105,1,1,2,0,0,96,1,0,0,0,0,0
