timestamp,timestamp_sample,pub_timestamp,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4],publisher_id,yaw_composite_valid
1771684938428000,1771684938276000,1771684938428000,0.0,2.4674013,-2.5132742,-1.2566371,0.0,1.2566371,2.5132742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,160,0
1771684938436000,1771684938284000,1771684938436000,0.0,2.4674013,-2.513296,-1.2566586,-2.1594977e-05,1.2566153,2.5132525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,160,0
1771684938444000,1771684938292000,1771684938444000,0.0,2.4674013,-2.5132875,-1.2566504,-1.3344543e-05,1.2566234,2.5132608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,160,0
1771684938452000,1771684938300000,1771684938452000,0.0,2.4674013,-2.513323,-1.2566856,-4.8725404e-05,1.2565881,2.5132256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,160,0
1771684938460000,1771684938308000,1771684938460000,0.0,2.4674013,-2.513351,-1.2567136,-7.669562e-05,1.25656,2.5131977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,160,0
1771684938468000,1771684938316000,1771684938468000,0.0,2.4674013,-2.5133471,-1.2567096,-7.285546e-05,1.256564,2.5132015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,160,0
1771684938476000,1771684938324000,1771684938476000,0.6435011,3.9288578,-2.5133848,-1.2567474,-0.00011045442,1.2565265,2.5131638,-0.000457261,0.0002981298,0.0006415152,9.8348944e-05,-0.0005807321,-0.0004620494,-0.00057765923,0.00010503517,0.00064258004,0.00029209844,0.2,0.2,0.2,0.2,0.2,160,0
1771684938484000,1771684938332000,1771684938484000,0.6435011,3.9288578,-2.5133457,-1.256708,-7.1385526e-05,1.2565655,2.5132031,-0.000457261,0.0002981298,0.0006415152,9.8348944e-05,-0.0005807321,-0.0004620494,-0.00057765923,0.00010503517,0.00064258004,0.00029209844,0.2,0.2,0.2,0.2,0.2,160,0
1771684938492000,1771684938340000,1771684938492000,0.6435011,3.9288578,-2.5133643,-1.2567266,-8.987736e-05,1.2565471,2.5131843,-0.000457261,0.0002981298,0.0006415152,9.8348944e-05,-0.0005807321,-0.0004620494,-0.00057765923,0.00010503517,0.00064258004,0.00029209844,0.2,0.2,0.2,0.2,0.2,160,0
1771684938500000,1771684938348000,1771684938500000,0.6435011,3.9288578,-2.5133646,-1.2567267,-9.0260626e-05,1.2565467,2.5131843,-0.000457261,0.0002981298,0.0006415152,9.8348944e-05,-0.0005807321,-0.0004620494,-0.00057765923,0.00010503517,0.00064258004,0.00029209844,0.2,0.2,0.2,0.2,0.2,160,0
1771684938508000,1771684938356000,1771684938508000,0.6435011,3.9288578,-2.5133457,-1.256708,-7.143175e-05,1.2565657,2.5132031,-0.000457261,0.0002981298,0.0006415152,9.8348944e-05,-0.0005807321,-0.0004620494,-0.00057765923,0.00010503517,0.00064258004,0.00029209844,0.2,0.2,0.2,0.2,0.2,160,0
1771684938516000,1771684938364000,1771684938516000,0.6435011,3.9288578,-2.5133681,-1.2567304,-9.403479e-05,1.2565429,2.5131805,-0.000457261,0.0002981298,0.0006415152,9.8348944e-05,-0.0005807321,-0.0004620494,-0.00057765923,0.00010503517,0.00064258004,0.00029209844,0.2,0.2,0.2,0.2,0.2,160,0
1771684938524000,1771684938372000,1771684938524000,0.6435011,3.9288578,-2.5133379,-1.2566998,-6.353912e-05,1.2565736,2.513211,-0.000457261,0.0002981298,0.0006415152,9.8348944e-05,-0.0005807321,-0.0004620494,-0.00057765923,0.00010503517,0.00064258004,0.00029209844,0.2,0.2,0.2,0.2,0.2,160,0
1771684938532000,1771684938380000,1771684938532000,-0.16514868,3.5802865,-2.5132911,-1.2566534,-1.699484e-05,1.2566198,2.5132575,-0.00035984765,0.0017611458,0.0014482953,-0.0008660491,-0.0019835425,-0.0019687063,-0.0009505935,0.0013812049,0.0018042349,-0.00026613107,0.2,0.19999997,0.2,0.2,0.19999997,160,0
1771684938540000,1771684938388000,1771684938540000,-0.16514868,3.5802865,-2.5131924,-1.2565545,8.171645e-05,1.2567189,2.5133562,-0.00035984765,0.0017611458,0.0014482953,-0.0008660491,-0.0019835425,-0.0019687063,-0.0009505935,0.0013812049,0.0018042349,-0.00026613107,0.2,0.19999997,0.2,0.2,0.19999997,160,0
1771684938548000,1771684938396000,1771684938548000,-0.16514868,3.5802865,-2.5131087,-1.2564708,0.00016553818,1.2568023,2.5134404,-0.00035984765,0.0017611458,0.0014482953,-0.0008660491,-0.0019835425,-0.0019687063,-0.0009505935,0.0013812049,0.0018042349,-0.00026613107,0.2,0.19999997,0.2,0.2,0.19999997,160,0
1771684938556000,1771684938404000,1771684938556000,-0.16514868,3.5802865,-2.5130527,-1.2564144,0.00022174083,1.2568587,2.5134964,-0.00035984765,0.0017611458,0.0014482953,-0.0008660491,-0.0019835425,-0.0019687063,-0.0009505935,0.0013812049,0.0018042349,-0.00026613107,0.2,0.19999997,0.2,0.2,0.19999997,160,0
1771684938564000,1771684938412000,1771684938564000,-0.16514868,3.5802865,-2.512993,-1.2563552,0.00028111864,1.2569178,2.5135558,-0.00035984765,0.0017611458,0.0014482953,-0.0008660491,-0.0019835425,-0.0019687063,-0.0009505935,0.0013812049,0.0018042349,-0.00026613107,0.2,0.19999997,0.2,0.2,0.19999997,160,0
1771684938572000,1771684938420000,1771684938572000,-0.16514868,3.5802865,-2.5129826,-1.2563444,0.0002915376,1.2569284,2.5135663,-0.00035984765,0.0017611458,0.0014482953,-0.0008660491,-0.0019835425,-0.0019687063,-0.0009505935,0.0013812049,0.0018042349,-0.00026613107,0.2,0.19999997,0.2,0.2,0.19999997,160,0
