timestamp,pub_timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,publisher_id,accelerometer_clipping,gyro_clipping,accel_calibration_count,gyro_calibration_count
1771684924796000,1771684924796000,0.0026631716,-0.011185275,0.00053263997,4000,0,0.004788404,-0.03710996,-9.824608,4000,126,0,0,0,1
1771684924800000,1771684924800000,0.0018642112,-0.001864213,0.0005326375,4000,0,0.02753332,-0.016759241,-9.822213,4000,126,0,0,0,1
1771684924804000,1771684924804000,-4.6100785e-09,0.006391583,0.005592643,4000,0,0.041898534,0.005985676,-9.827002,4000,126,0,0,0,1
1771684924808000,1771684924808000,-0.0031957843,0.0026631549,0.00665791,4000,0,0.029927524,-0.0035911314,-9.821014,4000,126,0,0,0,1
1771684924812000,1771684924812000,-0.0047936845,-0.0018642221,0.0013315867,4000,0,-0.015562313,-0.033518657,-9.791088,4000,126,0,0,0,1
1771684924816000,1771684924816000,0.00079894887,0.0015978942,-0.0018642148,4000,0,-0.061052147,-0.034715753,-9.81503,4000,126,0,0,0,1
1771684924820000,1771684924820000,0.0053263246,0.0026631576,0.0013315785,4000,0,-0.077811554,-0.0035911307,-9.864112,4000,126,0,0,0,1
1771684924824000,1771684924824000,0.005060008,-0.00053263386,0.0021305236,4000,0,-0.07182605,0.009576979,-9.856928,4000,126,0,0,0,1
1771684924828000,1771684924828000,0.001065263,0.00053262216,0.006391588,4000,0,0.01316811,-0.01795634,-9.80306,4000,126,0,0,0,1
1771684924832000,1771684924832000,0.0026631467,0.007723169,0.010386331,4000,0,0.059855048,-0.05626357,-9.7479925,4000,126,0,0,0,1
1771684924836000,1771684924836000,0.008788416,0.009321088,0.0063915728,4000,0,0.019153615,-0.04070125,-9.751583,4000,126,0,0,0,1
1771684924840000,1771684924840000,0.00026634132,-0.0010652859,0.0074568475,4000,0,0.002394202,-0.0011969295,-9.809044,4000,126,0,0,0,1
1771684924844000,1771684924844000,-0.0066578817,-0.01012003,0.010652642,4000,0,-0.007182605,-0.013167938,-9.825805,4000,126,0,0,0,1
1771684924848000,1771684924848000,0.0010652842,-0.009853683,0.0045274,4000,0,0.0011971007,-0.01556214,-9.813834,4000,126,0,0,0,1
1771684924852000,1771684924852000,0.0010652964,-0.007190531,-0.006391586,4000,0,0.005985504,0.01436538,-9.7874975,4000,126,0,0,0,1
1771684924856000,1771684924856000,-0.0042610476,-0.0037284137,-0.0077231796,4000,0,-0.020350713,1.7011368e-07,-9.746797,4000,126,0,0,0,1
1771684924860000,1771684924860000,-0.002130523,0.0023968508,0.00026631012,4000,0,-0.040701423,-0.029927352,-9.738416,4000,126,0,0,0,1
1771684924864000,1771684924864000,0.0023968453,0.00559264,0.0010652586,4000,0,-0.06344634,-0.04189836,-9.752781,4000,126,0,0,0,1
1771684924868000,1771684924868000,-1.4184858e-09,-0.0015978959,-0.0010652657,4000,0,-0.07062895,-0.05626357,-9.783906,4000,126,0,0,0,1
1771684924872000,1771684924872000,-0.008255802,-0.012250539,-0.0042610625,4000,0,-0.05267244,-0.053869367,-9.806651,4000,126,0,0,0,1
1771684924876000,1771684924876000,-0.009054719,-0.0063916002,-0.0095874,4000,0,-0.023942016,-0.0011969284,-9.815031,4000,126,0,0,0,1
1771684924880000,1771684924880000,-0.0042610336,0.0039947396,-0.0053263432,4000,0,0.015562311,0.041898705,-9.804257,4000,126,0,0,0,1
1771684924884000,1771684924884000,-0.0018642112,-0.00026631058,0.0015978997,4000,0,0.020350711,0.019153785,-9.794681,4000,126,0,0,0,1
1771684924888000,1771684924888000,0.0013315822,-0.0037284228,0.0037284284,4000,0,-0.010773908,-0.0071824337,-9.805454,4000,126,0,0,0,1
1771684924892000,1771684924892000,0.0015978899,-0.0021305308,0.007723169,4000,0,-0.010773908,-0.00119693,-9.799467,4000,126,0,0,0,1
1771684924896000,1771684924896000,-0.0034621123,-0.0034621274,0.01624528,4000,0,0.009576808,-0.008379535,-9.777921,4000,126,0,0,0,1
1771684924900000,1771684924900000,-0.0050600083,-0.003195801,0.017310547,4000,0,0.008379707,-0.019153444,-9.781511,4000,126,0,0,0,1
1771684924904000,1771684924904000,-0.0077231578,-0.0029295108,0.0066579,4000,0,0.004788404,0.0011972726,-9.824608,4000,126,0,0,0,1
1771684924908000,1771684924908000,-0.011717894,-0.0066579278,0.0005326378,4000,0,-0.0035913023,-0.014365039,-9.838972,4000,126,0,0,0,1
1771684924912000,1771684924912000,-0.0058589657,-0.0058589345,0.005592648,4000,0,-0.02513912,-0.039504156,-9.810242,4000,126,0,0,0,1
1771684924916000,1771684924916000,-0.0034621283,0.0010652747,0.008522106,4000,0,-0.019153615,-0.0119708385,-9.801861,4000,126,0,0,0,1
1771684924920000,1771684924920000,-0.006924234,0.0055926237,0.0039947378,4000,0,0.023942016,0.02633639,-9.813834,4000,126,0,0,0,1
1771684924924000,1771684924924000,-0.00026630884,0.00532634,0.0077231554,4000,0,0.021547817,0.020350885,-9.794681,4000,126,0,0,0,1
1771684924928000,1771684924928000,0.0063916002,0.0055926563,0.015446321,4000,0,-0.029927524,-0.01436504,-9.7719345,4000,126,0,0,0,1
1771684924932000,1771684924932000,0.0015978937,0.0061252457,0.015180029,4000,0,-0.041898534,-0.03232155,-9.799467,4000,126,0,0,0,1
1771684924936000,1771684924936000,-0.00026630316,0.003994731,0.016245285,4000,0,-0.020350711,-0.033518657,-9.7958765,4000,126,0,0,0,1
1771684924940000,1771684924940000,0.0066579226,-0.00026627906,0.01384843,4000,0,0.016759412,-0.022744747,-9.739614,4000,126,0,0,0,1
1771684924944000,1771684924944000,0.0034621386,-0.006391581,0.0045273607,4000,0,0.02633622,-0.039504156,-9.764752,4000,126,0,0,0,1
1771684924948000,1771684924948000,-0.005592636,-0.0058589657,0.0026631425,4000,0,0.017956512,-0.05147517,-9.818621,4000,126,0,0,0,1
1771684924952000,1771684924952000,-0.0021305408,-0.0021305184,0.006924219,4000,0,0.046686936,-0.034715753,-9.805453,4000,126,0,0,0,1
1771684924956000,1771684924956000,0.007989491,-0.004793669,0.003728435,4000,0,0.010773908,-0.016759243,-9.8198185,4000,126,0,0,0,1
1771684924960000,1771684924960000,0.014381075,-0.004793674,0.0007989586,4000,0,-0.07302316,0.01197118,-9.8353815,4000,126,0,0,0,1
1771684924964000,1771684924964000,0.0114515945,-0.0013315763,-0.00026630427,4000,0,-0.06464345,0.02513929,-9.80306,4000,126,0,0,0,1
1771684924968000,1771684924968000,0.007723169,-0.005326314,-0.0023968618,4000,0,0.0023942024,0.02513929,-9.829395,4000,126,0,0,0,1
