timestamp,pub_timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],publisher_id,quat_reset_counter
1771684924792000,1771684924792000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684924800000,1771684924800000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684924808000,1771684924808000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684924816000,1771684924816000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684924824000,1771684924824000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684924832000,1771684924832000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684924840000,1771684924840000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684924848000,1771684924848000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684924856000,1771684924856000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684924864000,1771684924864000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684924872000,1771684924872000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684924880000,1771684924880000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684924888000,1771684924888000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684924896000,1771684924896000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684924904000,1771684924904000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684924912000,1771684924912000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684924920000,1771684924920000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684924928000,1771684924928000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684924936000,1771684924936000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684924944000,1771684924944000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684924952000,1771684924952000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684924960000,1771684924960000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684924968000,1771684924968000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684924976000,1771684924976000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684924984000,1771684924984000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684924992000,1771684924992000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684925000000,1771684925000000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684925008000,1771684925008000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684925016000,1771684925016000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684925024000,1771684925024000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684925032000,1771684925032000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684925040000,1771684925040000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684925048000,1771684925048000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684925056000,1771684925056000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684925064000,1771684925064000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684925072000,1771684925072000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684925080000,1771684925080000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684925088000,1771684925088000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684925096000,1771684925096000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
1771684925104000,1771684925104000,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
