timestamp,pub_timestamp,mag_inconsistency_angle,publisher_id
1771684924796000,1771684924796000,0.0,126
1771684924800000,1771684924800000,0.0,126
1771684924804000,1771684924804000,0.0,126
1771684924808000,1771684924808000,0.0,126
1771684924812000,1771684924812000,0.0,126
1771684924816000,1771684924816000,0.0,126
1771684924820000,1771684924820000,0.0,126
1771684924824000,1771684924824000,0.0,126
1771684924828000,1771684924828000,0.0,126
1771684924832000,1771684924832000,0.0,126
1771684924836000,1771684924836000,0.0,126
1771684924840000,1771684924840000,0.0,126
1771684924844000,1771684924844000,0.0,126
1771684924848000,1771684924848000,0.0,126
1771684924852000,1771684924852000,0.0,126
1771684924856000,1771684924856000,0.0,126
1771684924860000,1771684924860000,0.0,126
1771684924864000,1771684924864000,0.0,126
1771684924868000,1771684924868000,0.0,126
1771684924872000,1771684924872000,0.0,126
1771684924876000,1771684924876000,0.0,126
1771684924880000,1771684924880000,0.0,126
1771684924884000,1771684924884000,0.0,126
1771684924888000,1771684924888000,0.0,126
1771684924892000,1771684924892000,0.0,126
1771684924896000,1771684924896000,0.0,126
1771684924900000,1771684924900000,0.0,126
1771684924904000,1771684924904000,0.0,126
1771684924908000,1771684924908000,0.0,126
1771684924912000,1771684924912000,0.0,126
1771684924916000,1771684924916000,0.0,126
1771684924920000,1771684924920000,0.0,126
1771684924924000,1771684924924000,0.0,126
1771684924928000,1771684924928000,0.0,126
1771684924932000,1771684924932000,0.0,126
1771684924936000,1771684924936000,0.0,126
1771684924940000,1771684924940000,0.0,126
1771684924944000,1771684924944000,0.0,126
1771684924948000,1771684924948000,0.0,126
1771684924952000,1771684924952000,0.0,126
1771684924956000,1771684924956000,0.0,126
1771684924960000,1771684924960000,0.0,126
1771684924964000,1771684924964000,0.0,126
1771684924968000,1771684924968000,0.0,126
1771684924972000,1771684924972000,0.0,126
1771684924976000,1771684924976000,0.0,126
1771684924980000,1771684924980000,0.0,126
1771684924984000,1771684924984000,0.0,126
1771684924988000,1771684924988000,0.0,126
1771684924992000,1771684924992000,0.0,126
1771684924996000,1771684924996000,0.0,126
1771684925000000,1771684925000000,0.0,126
1771684925004000,1771684925004000,0.0,126
1771684925008000,1771684925008000,0.0,126
1771684925012000,1771684925012000,0.0,126
1771684925016000,1771684925016000,0.0,126
1771684925020000,1771684925020000,0.0,126
1771684925024000,1771684925024000,0.0,126
1771684925028000,1771684925028000,0.0,126
1771684925032000,1771684925032000,0.0,126
1771684925036000,1771684925036000,0.0,126
1771684925040000,1771684925040000,0.0,126
1771684925044000,1771684925044000,0.0,126
1771684925048000,1771684925048000,0.0,126
1771684925052000,1771684925052000,0.0,126
1771684925056000,1771684925056000,0.0,126
1771684925060000,1771684925060000,0.0,126
1771684925064000,1771684925064000,0.0,126
1771684925068000,1771684925068000,0.0,126
1771684925072000,1771684925072000,0.0,126
1771684925076000,1771684925076000,0.0,126
1771684925080000,1771684925080000,0.0,126
1771684925084000,1771684925084000,0.0,126
1771684925088000,1771684925088000,0.0,126
1771684925092000,1771684925092000,0.0,126
1771684925096000,1771684925096000,0.0,126
1771684925100000,1771684925100000,0.0,126
1771684925104000,1771684925104000,0.0,126
1771684925108000,1771684925108000,0.0,126
1771684925112000,1771684925112000,0.0,126
1771684925116000,1771684925116000,0.0,126
1771684925120000,1771684925120000,0.0,126
1771684925124000,1771684925124000,0.0,126
1771684925128000,1771684925128000,0.0,126
1771684925132000,1771684925132000,0.0,126
1771684925136000,1771684925136000,0.0,126
1771684925140000,1771684925140000,0.0,126
1771684925144000,1771684925144000,0.0,126
1771684925148000,1771684925148000,0.0,126
1771684925152000,1771684925152000,0.0,126
1771684925156000,1771684925156000,0.0,126
1771684925160000,1771684925160000,0.0,126
1771684925164000,1771684925164000,0.0,126
1771684925168000,1771684925168000,0.0,126
1771684925172000,1771684925172000,0.0,126
1771684925176000,1771684925176000,0.0,126
1771684925180000,1771684925180000,0.0,126
1771684925184000,1771684925184000,0.0,126
1771684925188000,1771684925188000,0.0,126
1771684925192000,1771684925192000,0.0,126
1771684925196000,1771684925196000,0.0,126
1771684925200000,1771684925200000,0.0,126
1771684925204000,1771684925204000,0.0,126
1771684925208000,1771684925208000,0.0,126
1771684925212000,1771684925212000,0.0,126
1771684925216000,1771684925216000,0.0,126
1771684925220000,1771684925220000,0.0,126
1771684925224000,1771684925224000,0.0,126
1771684925228000,1771684925228000,0.0,126
1771684925232000,1771684925232000,0.0,126
1771684925236000,1771684925236000,0.0,126
1771684925240000,1771684925240000,0.0,126
1771684925244000,1771684925244000,0.0,126
1771684925248000,1771684925248000,0.0,126
1771684925252000,1771684925252000,0.0,126
1771684925256000,1771684925256000,0.0,126
1771684925260000,1771684925260000,0.0,126
1771684925264000,1771684925264000,0.0,126
1771684925268000,1771684925268000,0.0,126
1771684925272000,1771684925272000,0.0,126
1771684925276000,1771684925276000,0.0,126
1771684925280000,1771684925280000,0.0,126
1771684925284000,1771684925284000,0.0,126
1771684925288000,1771684925288000,0.0,126
1771684925292000,1771684925292000,0.0,126
1771684925296000,1771684925296000,0.0,126
1771684925300000,1771684925300000,0.0,126
1771684925304000,1771684925304000,0.0,126
1771684925308000,1771684925308000,0.0,126
1771684925312000,1771684925312000,0.0,126
1771684925316000,1771684925316000,0.0,126
1771684925320000,1771684925320000,0.0,126
1771684925324000,1771684925324000,0.0,126
1771684925328000,1771684925328000,0.0,126
1771684925332000,1771684925332000,0.0,126
1771684925336000,1771684925336000,0.0,126
1771684925340000,1771684925340000,0.0,126
1771684925344000,1771684925344000,0.0,126
1771684925348000,1771684925348000,0.0,126
1771684925352000,1771684925352000,0.0,126
1771684925356000,1771684925356000,0.0,126
1771684925360000,1771684925360000,0.0,126
1771684925364000,1771684925364000,0.0,126
1771684925368000,1771684925368000,0.0,126
1771684925372000,1771684925372000,0.0,126
1771684925376000,1771684925376000,0.0,126
1771684925380000,1771684925380000,0.0,126
1771684925384000,1771684925384000,0.0,126
1771684925388000,1771684925388000,0.0,126
1771684925392000,1771684925392000,0.0,126
1771684925396000,1771684925396000,0.0,126
1771684925400000,1771684925400000,0.0,126
1771684925404000,1771684925404000,0.0,126
1771684925408000,1771684925408000,0.0,126
1771684925412000,1771684925412000,0.0,126
1771684925416000,1771684925416000,0.0,126
1771684925420000,1771684925420000,0.0,126
1771684925424000,1771684925424000,0.0,126
1771684925428000,1771684925428000,0.0,126
1771684925432000,1771684925432000,0.0,126
1771684925436000,1771684925436000,0.0,126
1771684925440000,1771684925440000,0.0,126
1771684925444000,1771684925444000,0.0,126
1771684925448000,1771684925448000,0.0,126
1771684925452000,1771684925452000,0.0,126
1771684925456000,1771684925456000,0.0,126
1771684925460000,1771684925460000,0.0,126
1771684925464000,1771684925464000,0.0,126
1771684925468000,1771684925468000,0.0,126
1771684925472000,1771684925472000,0.0,126
1771684925476000,1771684925476000,0.0,126
1771684925480000,1771684925480000,0.0,126
1771684925484000,1771684925484000,0.0,126
1771684925488000,1771684925488000,0.0,126
1771684925492000,1771684925492000,0.0,126
1771684925496000,1771684925496000,0.0,126
1771684925500000,1771684925500000,0.0,126
1771684925504000,1771684925504000,0.0,126
1771684925508000,1771684925508000,0.0,126
1771684925512000,1771684925512000,0.0,126
1771684925516000,1771684925516000,0.0,126
1771684925520000,1771684925520000,0.0,126
1771684925524000,1771684925524000,0.0,126
1771684925528000,1771684925528000,0.0,126
1771684925532000,1771684925532000,0.0,126
1771684925536000,1771684925536000,0.0,126
1771684925540000,1771684925540000,0.0,126
1771684925544000,1771684925544000,0.0,126
1771684925548000,1771684925548000,0.0,126
1771684925552000,1771684925552000,0.0,126
1771684925556000,1771684925556000,0.0,126
1771684925560000,1771684925560000,0.0,126
1771684925564000,1771684925564000,0.0,126
1771684925568000,1771684925568000,0.0,126
1771684925572000,1771684925572000,0.0,126
1771684925576000,1771684925576000,0.0,126
1771684925580000,1771684925580000,0.0,126
1771684925584000,1771684925584000,0.0,126
1771684925588000,1771684925588000,0.0,126
1771684925592000,1771684925592000,0.0,126
1771684925596000,1771684925596000,0.0,126
1771684925600000,1771684925600000,0.0,126
1771684925604000,1771684925604000,0.0,126
1771684925608000,1771684925608000,0.0,126
1771684925612000,1771684925612000,0.0,126
1771684925616000,1771684925616000,0.0,126
1771684925620000,1771684925620000,0.0,126
1771684925624000,1771684925624000,0.0,126
1771684925628000,1771684925628000,0.0,126
1771684925632000,1771684925632000,0.0,126
1771684925636000,1771684925636000,0.0,126
1771684925640000,1771684925640000,0.0,126
1771684925644000,1771684925644000,0.0,126
1771684925648000,1771684925648000,0.0,126
1771684925652000,1771684925652000,0.0,126
1771684925656000,1771684925656000,0.0,126
1771684925660000,1771684925660000,0.0,126
1771684925664000,1771684925664000,0.0,126
1771684925668000,1771684925668000,0.0,126
1771684925672000,1771684925672000,0.0,126
1771684925676000,1771684925676000,0.0,126
1771684925680000,1771684925680000,0.0,126
1771684925684000,1771684925684000,0.0,126
1771684925688000,1771684925688000,0.0,126
1771684925692000,1771684925692000,0.0,126
1771684925696000,1771684925696000,0.0,126
1771684925700000,1771684925700000,0.0,126
1771684925704000,1771684925704000,0.0,126
1771684925708000,1771684925708000,0.0,126
1771684925712000,1771684925712000,0.0,126
1771684925716000,1771684925716000,0.0,126
1771684925720000,1771684925720000,0.0,126
1771684925724000,1771684925724000,0.0,126
1771684925728000,1771684925728000,0.0,126
1771684925732000,1771684925732000,0.0,126
1771684925736000,1771684925736000,0.0,126
1771684925740000,1771684925740000,0.0,126
1771684925744000,1771684925744000,0.0,126
1771684925748000,1771684925748000,0.0,126
1771684925752000,1771684925752000,0.0,126
1771684925756000,1771684925756000,0.0,126
1771684925760000,1771684925760000,0.0,126
1771684925764000,1771684925764000,0.0,126
1771684925768000,1771684925768000,0.0,126
1771684925772000,1771684925772000,0.0,126
1771684925776000,1771684925776000,0.0,126
1771684925780000,1771684925780000,0.0,126
1771684925784000,1771684925784000,0.0,126
1771684925788000,1771684925788000,0.0,126
1771684925792000,1771684925792000,0.0,126
1771684925796000,1771684925796000,0.0,126
1771684925800000,1771684925800000,0.0,126
1771684925804000,1771684925804000,0.0,126
1771684925808000,1771684925808000,0.0,126
1771684925812000,1771684925812000,0.0,126
1771684925816000,1771684925816000,0.0,126
1771684925820000,1771684925820000,0.0,126
1771684925824000,1771684925824000,0.0,126
1771684925828000,1771684925828000,0.0,126
1771684925832000,1771684925832000,0.0,126
1771684925836000,1771684925836000,0.0,126
1771684925840000,1771684925840000,0.0,126
1771684925844000,1771684925844000,0.0,126
1771684925848000,1771684925848000,0.0,126
1771684925852000,1771684925852000,0.0,126
1771684925856000,1771684925856000,0.0,126
1771684925860000,1771684925860000,0.0,126
1771684925864000,1771684925864000,0.0,126
1771684925868000,1771684925868000,0.0,126
1771684925872000,1771684925872000,0.0,126
1771684925876000,1771684925876000,0.0,126
1771684925880000,1771684925880000,0.0,126
1771684925884000,1771684925884000,0.0,126
1771684925888000,1771684925888000,0.0,126
1771684925892000,1771684925892000,0.0,126
1771684925896000,1771684925896000,0.0,126
1771684925900000,1771684925900000,0.0,126
1771684925904000,1771684925904000,0.0,126
1771684925908000,1771684925908000,0.0,126
1771684925912000,1771684925912000,0.0,126
1771684925916000,1771684925916000,0.0,126
1771684925920000,1771684925920000,0.0,126
1771684925924000,1771684925924000,0.0,126
1771684925928000,1771684925928000,0.0,126
1771684925932000,1771684925932000,0.0,126
1771684925936000,1771684925936000,0.0,126
1771684925940000,1771684925940000,0.0,126
1771684925944000,1771684925944000,0.0,126
1771684925948000,1771684925948000,0.0,126
1771684925952000,1771684925952000,0.0,126
1771684925956000,1771684925956000,0.0,126
1771684925960000,1771684925960000,0.0,126
1771684925964000,1771684925964000,0.0,126
1771684925968000,1771684925968000,0.0,126
1771684925972000,1771684925972000,0.0,126
1771684925976000,1771684925976000,0.0,126
1771684925980000,1771684925980000,0.0,126
1771684925984000,1771684925984000,0.0,126
1771684925988000,1771684925988000,0.0,126
1771684925992000,1771684925992000,0.0,126
1771684925996000,1771684925996000,0.0,126
1771684926000000,1771684926000000,0.0,126
1771684926004000,1771684926004000,0.0,126
1771684926008000,1771684926008000,0.0,126
1771684926012000,1771684926012000,0.0,126
1771684926016000,1771684926016000,0.0,126
1771684926020000,1771684926020000,0.0,126
1771684926024000,1771684926024000,0.0,126
1771684926028000,1771684926028000,0.0,126
1771684926032000,1771684926032000,0.0,126
1771684926036000,1771684926036000,0.0,126
1771684926040000,1771684926040000,0.0,126
1771684926044000,1771684926044000,0.0,126
1771684926048000,1771684926048000,0.0,126
1771684926052000,1771684926052000,0.0,126
1771684926056000,1771684926056000,0.0,126
1771684926060000,1771684926060000,0.0,126
1771684926068000,1771684926068000,0.0,126
1771684926072000,1771684926072000,0.0,126
1771684926076000,1771684926076000,0.0,126
1771684926080000,1771684926080000,0.0,126
1771684926084000,1771684926084000,0.0,126
1771684926088000,1771684926088000,0.0,126
1771684926092000,1771684926092000,0.0,126
1771684926096000,1771684926096000,0.0,126
1771684926100000,1771684926100000,0.0,126
1771684926104000,1771684926104000,0.0,126
1771684926108000,1771684926108000,0.0,126
1771684926112000,1771684926112000,0.0,126
1771684926116000,1771684926116000,0.0,126
1771684926120000,1771684926120000,0.0,126
1771684926124000,1771684926124000,0.0,126
1771684926128000,1771684926128000,0.0,126
1771684926132000,1771684926132000,0.0,126
1771684926136000,1771684926136000,0.0,126
