timestamp,pub_timestamp,load,ram_usage,publisher_id
1771684924616000,1771684924616000,0.0,0.0,109
1771684925116000,1771684925116000,0.0,0.0,109
1771684925616000,1771684925616000,0.0,0.0,109
1771684926116000,1771684926116000,0.0,0.0,109
1771684926616000,1771684926616000,0.0,0.0,109
1771684927116000,1771684927116000,0.0,0.0,109
1771684927616000,1771684927616000,0.0,0.0,109
1771684928116000,1771684928116000,0.0,0.0,109
1771684928616000,1771684928616000,0.0,0.0,109
1771684929116000,1771684929116000,0.0,0.0,109
1771684929616000,1771684929616000,0.0,0.0,109
1771684930116000,1771684930116000,0.0,0.0,109
1771684930616000,1771684930616000,0.0,0.0,109
1771684931116000,1771684931116000,0.0,0.0,109
1771684931616000,1771684931616000,0.0,0.0,109
1771684932116000,1771684932116000,0.0,0.0,109
1771684932616000,1771684932616000,0.0,0.0,109
1771684933116000,1771684933116000,0.0,0.0,109
1771684933616000,1771684933616000,0.0,0.0,109
1771684934116000,1771684934116000,0.0,0.0,109
1771684934616000,1771684934616000,0.0,0.0,109
1771684935116000,1771684935116000,0.0,0.0,109
1771684935616000,1771684935616000,0.0,0.0,109
1771684936116000,1771684936116000,0.0,0.0,109
1771684936616000,1771684936616000,0.0,0.0,109
1771684937116000,1771684937116000,0.0,0.0,109
1771684937616000,1771684937616000,0.0,0.0,109
1771684938116000,1771684938116000,0.0,0.0,109
1771684938616000,1771684938616000,0.0,0.0,109
1771684939116000,1771684939116000,0.0,0.0,109
1771684939616000,1771684939616000,0.0,0.0,109
1771684940116000,1771684940116000,0.0,0.0,109
1771684940616000,1771684940616000,0.0,0.0,109
1771684941116000,1771684941116000,0.0,0.0,109
1771684941616000,1771684941616000,0.0,0.0,109
1771684942116000,1771684942116000,0.0,0.0,109
1771684942616000,1771684942616000,0.0,0.0,109
1771684943116000,1771684943116000,0.0,0.0,109
1771684943616000,1771684943616000,0.0,0.0,109
1771684944116000,1771684944116000,0.0,0.0,109
1771684944616000,1771684944616000,0.0,0.0,109
1771684945116000,1771684945116000,0.0,0.0,109
1771684945616000,1771684945616000,0.0,0.0,109
1771684946116000,1771684946116000,0.0,0.0,109
1771684946616000,1771684946616000,0.0,0.0,109
1771684947116000,1771684947116000,0.0,0.0,109
1771684947616000,1771684947616000,0.0,0.0,109
1771684948116000,1771684948116000,0.0,0.0,109
1771684948616000,1771684948616000,0.0,0.0,109
1771684949116000,1771684949116000,0.0,0.0,109
1771684949616000,1771684949616000,0.0,0.0,109
1771684950116000,1771684950116000,0.0,0.0,109
1771684950616000,1771684950616000,0.0,0.0,109
1771684951116000,1771684951116000,0.0,0.0,109
1771684951616000,1771684951616000,0.0,0.0,109
1771684952116000,1771684952116000,0.0,0.0,109
1771684952616000,1771684952616000,0.0,0.0,109
1771684953116000,1771684953116000,0.0,0.0,109
1771684953616000,1771684953616000,0.0,0.0,109
1771684954116000,1771684954116000,0.0,0.0,109
1771684954616000,1771684954616000,0.0,0.0,109
1771684955116000,1771684955116000,0.0,0.0,109
1771684955616000,1771684955616000,0.0,0.0,109
1771684956116000,1771684956116000,0.0,0.0,109
1771684956616000,1771684956616000,0.0,0.0,109
1771684957116000,1771684957116000,0.0,0.0,109
1771684957616000,1771684957616000,0.0,0.0,109
1771684958116000,1771684958116000,0.0,0.0,109
1771684958616000,1771684958616000,0.0,0.0,109
1771684959116000,1771684959116000,0.0,0.0,109
1771684959616000,1771684959616000,0.0,0.0,109
1771684960116000,1771684960116000,0.0,0.0,109
1771684960616000,1771684960616000,0.0,0.0,109
1771684961116000,1771684961116000,0.0,0.0,109
1771684961616000,1771684961616000,0.0,0.0,109
1771684962116000,1771684962116000,0.0,0.0,109
1771684962616000,1771684962616000,0.0,0.0,109
1771684963116000,1771684963116000,0.0,0.0,109
1771684963616000,1771684963616000,0.0,0.0,109
1771684964116000,1771684964116000,0.0,0.0,109
1771684964616000,1771684964616000,0.0,0.0,109
1771684965116000,1771684965116000,0.0,0.0,109
1771684965616000,1771684965616000,0.0,0.0,109
1771684966116000,1771684966116000,0.0,0.0,109
1771684966616000,1771684966616000,0.0,0.0,109
1771684967116000,1771684967116000,0.0,0.0,109
1771684967616000,1771684967616000,0.0,0.0,109
1771684968116000,1771684968116000,0.0,0.0,109
1771684968616000,1771684968616000,0.0,0.0,109
1771684969116000,1771684969116000,0.0,0.0,109
1771684969616000,1771684969616000,0.0,0.0,109
1771684970116000,1771684970116000,0.0,0.0,109
1771684970616000,1771684970616000,0.0,0.0,109
1771684971116000,1771684971116000,0.0,0.0,109
1771684971616000,1771684971616000,0.0,0.0,109
1771684972116000,1771684972116000,0.0,0.0,109
1771684972616000,1771684972616000,0.0,0.0,109
1771684973116000,1771684973116000,0.0,0.0,109
1771684973616000,1771684973616000,0.0,0.0,109
1771684974116000,1771684974116000,0.0,0.0,109
1771684974616000,1771684974616000,0.0,0.0,109
1771684975116000,1771684975116000,0.0,0.0,109
1771684975616000,1771684975616000,0.0,0.0,109
1771684976116000,1771684976116000,0.0,0.0,109
1771684976616000,1771684976616000,0.0,0.0,109
1771684977116000,1771684977116000,0.0,0.0,109
1771684977616000,1771684977616000,0.0,0.0,109
1771684978116000,1771684978116000,0.0,0.0,109
1771684978616000,1771684978616000,0.0,0.0,109
1771684979116000,1771684979116000,0.0,0.0,109
1771684979616000,1771684979616000,0.0,0.0,109
1771684980116000,1771684980116000,0.0,0.0,109
1771684980616000,1771684980616000,0.0,0.0,109
1771684981116000,1771684981116000,0.0,0.0,109
1771684981616000,1771684981616000,0.0,0.0,109
1771684982116000,1771684982116000,0.0,0.0,109
1771684982616000,1771684982616000,0.0,0.0,109
1771684983116000,1771684983116000,0.0,0.0,109
1771684983616000,1771684983616000,0.0,0.0,109
1771684984116000,1771684984116000,0.0,0.0,109
1771684984616000,1771684984616000,0.0,0.0,109
1771684985116000,1771684985116000,0.0,0.0,109
1771684985616000,1771684985616000,0.0,0.0,109
1771684986116000,1771684986116000,0.0,0.0,109
1771684986616000,1771684986616000,0.0,0.0,109
1771684987116000,1771684987116000,0.0,0.0,109
1771684987616000,1771684987616000,0.0,0.0,109
1771684988116000,1771684988116000,0.0,0.0,109
1771684988616000,1771684988616000,0.0,0.0,109
