timestamp,pub_timestamp,defer_failsafes_timeout_s,publisher_id,disable_auto_disarm,defer_failsafes,source_type,source_id
1771684924792000,1771684924792000,0,93,0,0,0,0
1771684924804000,1771684924804000,0,93,0,0,0,0
1771684924816000,1771684924816000,0,93,0,0,0,0
1771684924828000,1771684924828000,0,93,0,0,0,0
1771684924840000,1771684924840000,0,93,0,0,0,0
1771684924852000,1771684924852000,0,93,0,0,0,0
1771684924864000,1771684924864000,0,93,0,0,0,0
1771684924876000,1771684924876000,0,93,0,0,0,0
1771684924888000,1771684924888000,0,93,0,0,0,0
1771684924900000,1771684924900000,0,93,0,0,0,0
1771684924912000,1771684924912000,0,93,0,0,0,0
1771684924924000,1771684924924000,0,93,0,0,0,0
1771684924936000,1771684924936000,0,93,0,0,0,0
1771684924948000,1771684924948000,0,93,0,0,0,0
1771684924960000,1771684924960000,0,93,0,0,0,0
1771684924972000,1771684924972000,0,93,0,0,0,0
1771684924984000,1771684924984000,0,93,0,0,0,0
1771684924996000,1771684924996000,0,93,0,0,0,0
1771684925008000,1771684925008000,0,93,0,0,0,0
1771684925020000,1771684925020000,0,93,0,0,0,0
1771684925032000,1771684925032000,0,93,0,0,0,0
1771684925044000,1771684925044000,0,93,0,0,0,0
1771684925056000,1771684925056000,0,93,0,0,0,0
1771684925068000,1771684925068000,0,93,0,0,0,0
1771684925080000,1771684925080000,0,93,0,0,0,0
1771684925092000,1771684925092000,0,93,0,0,0,0
1771684925104000,1771684925104000,0,93,0,0,0,0
1771684925116000,1771684925116000,0,93,0,0,0,0
1771684925128000,1771684925128000,0,93,0,0,0,0
1771684925140000,1771684925140000,0,93,0,0,0,0
1771684925152000,1771684925152000,0,93,0,0,0,0
1771684925164000,1771684925164000,0,93,0,0,0,0
1771684925176000,1771684925176000,0,93,0,0,0,0
1771684925188000,1771684925188000,0,93,0,0,0,0
1771684925200000,1771684925200000,0,93,0,0,0,0
1771684925212000,1771684925212000,0,93,0,0,0,0
1771684925224000,1771684925224000,0,93,0,0,0,0
1771684925236000,1771684925236000,0,93,0,0,0,0
1771684925248000,1771684925248000,0,93,0,0,0,0
1771684925260000,1771684925260000,0,93,0,0,0,0
1771684925272000,1771684925272000,0,93,0,0,0,0
1771684925284000,1771684925284000,0,93,0,0,0,0
1771684925296000,1771684925296000,0,93,0,0,0,0
1771684925308000,1771684925308000,0,93,0,0,0,0
1771684925320000,1771684925320000,0,93,0,0,0,0
1771684925332000,1771684925332000,0,93,0,0,0,0
1771684925344000,1771684925344000,0,93,0,0,0,0
1771684925356000,1771684925356000,0,93,0,0,0,0
1771684925368000,1771684925368000,0,93,0,0,0,0
1771684925380000,1771684925380000,0,93,0,0,0,0
1771684925392000,1771684925392000,0,93,0,0,0,0
1771684925404000,1771684925404000,0,93,0,0,0,0
1771684925416000,1771684925416000,0,93,0,0,0,0
1771684925428000,1771684925428000,0,93,0,0,0,0
1771684925440000,1771684925440000,0,93,0,0,0,0
1771684925452000,1771684925452000,0,93,0,0,0,0
1771684925464000,1771684925464000,0,93,0,0,0,0
1771684925476000,1771684925476000,0,93,0,0,0,0
1771684925488000,1771684925488000,0,93,0,0,0,0
1771684925500000,1771684925500000,0,93,0,0,0,0
1771684925512000,1771684925512000,0,93,0,0,0,0
1771684925524000,1771684925524000,0,93,0,0,0,0
