timestamp,timestamp_sample,pub_timestamp,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,publisher_id,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err,check_fail_spoofed_gps
1771684924748000,1771684924594000,1771684924748000,0.00022386524,0.0004931734,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684924804000,1771684924646000,1771684924804000,0.001228693,9.08286e-05,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684924852000,1771684924698000,1771684924852000,0.0017790558,0.00019106429,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684924908000,1771684924750000,1771684924908000,0.0013192444,0.0011879955,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684924956000,1771684924802000,1771684924956000,0.0023728553,0.0016823062,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684925012000,1771684924854000,1771684925012000,0.0012896021,7.443712e-05,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684925060000,1771684924906000,1771684925060000,0.0012828961,0.00087361055,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684925116000,1771684924958000,1771684925116000,0.0012961832,0.00076835975,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684925164000,1771684925010000,1771684925164000,0.0017349173,0.00046529202,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684925220000,1771684925062000,1771684925220000,0.0017258958,0.0004628725,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684925268000,1771684925114000,1771684925268000,0.0012593961,0.00064121897,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684925324000,1771684925166000,1771684925324000,0.0012528471,0.00096428813,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684925372000,1771684925218000,1771684925372000,0.00026618963,0.001157638,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684925428000,1771684925270000,1771684925428000,0.0012675428,0.0015513985,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684925476000,1771684925322000,1771684925476000,0.0011904269,0.0018454553,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684925532000,1771684925374000,1771684925532000,0.0012559245,0.0019335151,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684925580000,1771684925426000,1771684925580000,0.0002653417,2.526748e-05,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684925636000,1771684925478000,1771684925636000,0.0004927541,0.0016242571,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684925684000,1771684925530000,1771684925684000,0.0016422116,0.0016158109,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684925740000,1771684925582000,1771684925740000,0.0012512141,0.002208605,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684925788000,1771684925634000,1771684925788000,0.0016357173,0.0016966318,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684925844000,1771684925686000,1771684925844000,0.001105652,0.0027864422,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684925892000,1771684925738000,1771684925892000,0.0010315967,0.0018716841,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684925948000,1771684925790000,1771684925948000,0.0024057808,0.001663587,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684925996000,1771684925842000,1771684925996000,0.001021496,0.00014560064,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684926052000,1771684925894000,1771684926052000,0.002057366,0.00024555152,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684926100000,1771684925946000,1771684926100000,0.001452223,0.00015550561,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684926156000,1771684925998000,1771684926156000,0.0010715012,0.0017568697,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684926204000,1771684926050000,1771684926204000,0.0010015958,0.0026480025,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684926260000,1771684926102000,1771684926260000,0.002031246,0.003034013,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684926308000,1771684926154000,1771684926308000,0.0024911698,0.0024170398,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684926364000,1771684926206000,1771684926364000,0.0023543106,0.0015042026,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684926412000,1771684926258000,1771684926412000,0.002144025,0.00069682015,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684926468000,1771684926310000,1771684926468000,0.0023315072,0.001193685,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684926516000,1771684926362000,1771684926516000,0.0033631944,0.00038791733,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684926572000,1771684926414000,1771684926572000,0.0021042319,0.0005842644,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684926620000,1771684926466000,1771684926620000,0.0009923112,0.0009810064,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684926676000,1771684926518000,1771684926676000,0.000987151,0.0020775897,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684926724000,1771684926570000,1771684926724000,0.001109266,0.00146559,0.0,160,0,1,0,0,1,1,0,0,0,0,0,0
1771684926780000,1771684926622000,1771684926780000,0.0009777143,0.0018577491,0.0,160,0,1,0,0,1,0,0,0,0,0,0,0
1771684926828000,1771684926674000,1771684926828000,0.0010997163,0.0007494559,0.0,160,0,1,0,0,1,0,0,0,0,0,0,0
1771684926884000,1771684926726000,1771684926884000,0.0009711205,0.00034577845,0.0,160,0,1,0,0,1,0,0,0,0,0,0,0
1771684926932000,1771684926778000,1771684926932000,0.0005773305,0.00054234464,0.0,160,0,1,0,0,1,0,0,0,0,0,0,0
1771684926988000,1771684926830000,1771684926988000,0.0005743283,0.0004584004,0.0,160,0,1,0,0,1,0,0,0,0,0,0,0
1771684927036000,1771684926882000,1771684927036000,0.00026178395,0.0004560167,0.0,160,0,1,0,0,1,0,0,0,0,0,0,0
1771684927092000,1771684926934000,1771684927092000,0.001290106,0.0013539139,0.0,160,0,1,0,0,1,0,0,0,0,0,0,0
1771684927140000,1771684926986000,1771684927140000,0.0018172449,0.00034894876,0.0,160,0,1,0,0,1,0,0,0,0,0,0,0
1771684927196000,1771684927038000,1771684927196000,0.0035266231,0.00055313425,0.0,160,0,1,0,0,1,0,0,0,0,0,0,0
1771684927244000,1771684927090000,1771684927244000,0.0012994561,0.0013479353,0.0,160,0,1,0,0,1,0,0,0,0,0,0,0
1771684927300000,1771684927142000,1771684927300000,0.0024574252,0.000157487,0.0,160,0,1,0,0,1,0,0,0,0,0,0,0
1771684927348000,1771684927194000,1771684927348000,0.0021486655,0.00045574032,0.0,160,0,1,0,0,1,0,0,0,0,0,0,0
1771684927404000,1771684927246000,1771684927404000,0.00224515,0.0020555432,0.0,160,0,1,0,0,1,0,0,0,0,0,0,0
1771684927452000,1771684927298000,1771684927452000,0.0015861342,0.0013429502,0.0,160,0,1,0,0,1,0,0,0,0,0,0,0
1771684927508000,1771684927350000,1771684927508000,0.0015778863,0.0012383105,0.0,160,0,1,0,0,1,0,0,0,0,0,0,0
1771684927556000,1771684927402000,1771684927556000,0.0022173673,0.00013018667,0.0,160,0,1,0,0,1,0,0,0,0,0,0,0
1771684927612000,1771684927454000,1771684927612000,0.0015583962,0.00033092572,0.0,160,0,1,0,0,1,0,0,0,0,0,0,0
1771684927660000,1771684927506000,1771684927660000,0.0021038514,0.00012778888,0.0,160,0,1,0,0,1,0,0,0,0,0,0,0
